model_name,display_name,input_type,sample_id,row_index,selection_group,selected_from_model,true_label,true_class_name,explained_predicted_label,explained_predicted_class_name,feature_rank,feature,shap_value,abs_shap_value,original_feature_value,model_input_feature_value
random_forest,Random Forest,unscaled,2573,192,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,1,roundness,0.14774535077628836,0.14774535077628836,0.9045325908282456,0.9045325908282456
random_forest,Random Forest,unscaled,2573,192,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,2,Perimeter,0.08697854354373219,0.08697854354373219,969.983,969.983
random_forest,Random Forest,unscaled,2573,192,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,3,MajorAxisLength,0.06556707993294422,0.06556707993294422,359.95047767229994,359.95047767229994
random_forest,Random Forest,unscaled,2573,192,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,4,Solidity,0.06245393449860866,0.06245393449860866,0.9917408622305528,0.9917408622305528
random_forest,Random Forest,unscaled,2573,192,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,5,ConvexArea,0.06001014930913427,0.06001014930913427,68288.0,68288.0
random_forest,Random Forest,unscaled,2590,960,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,1,Perimeter,0.10248030535125909,0.10248030535125909,993.761,993.761
random_forest,Random Forest,unscaled,2590,960,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,2,ShapeFactor4,-0.0901588757038443,0.0901588757038443,0.997570025272178,0.997570025272178
random_forest,Random Forest,unscaled,2590,960,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,3,Solidity,0.08901978518628885,0.08901978518628885,0.9911111111111112,0.9911111111111112
random_forest,Random Forest,unscaled,2590,960,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,4,MajorAxisLength,0.0820407849736798,0.0820407849736798,386.98786978852297,386.98786978852297
random_forest,Random Forest,unscaled,2590,960,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,5,ConvexArea,0.07558317678288454,0.07558317678288454,68625.0,68625.0
random_forest,Random Forest,unscaled,2591,66,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,1,Perimeter,0.09905558108194921,0.09905558108194921,1011.261,1011.261
random_forest,Random Forest,unscaled,2591,66,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,2,ShapeFactor4,0.08625965959842231,0.08625965959842231,0.9880679024330704,0.9880679024330704
random_forest,Random Forest,unscaled,2591,66,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,3,ConvexArea,0.08182409341832622,0.08182409341832622,69648.0,69648.0
random_forest,Random Forest,unscaled,2591,66,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,4,ShapeFactor1,0.08042331029212327,0.08042331029212327,0.0055946377856745,0.0055946377856745
random_forest,Random Forest,unscaled,2591,66,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,5,MajorAxisLength,0.0754708478190863,0.0754708478190863,380.5696407327228,380.5696407327228
random_forest,Random Forest,unscaled,2790,126,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,1,roundness,0.16417302022216418,0.16417302022216418,0.8876587307353914,0.8876587307353914
random_forest,Random Forest,unscaled,2790,126,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,2,Perimeter,0.07571965515121956,0.07571965515121956,1005.7759999999998,1005.7759999999998
random_forest,Random Forest,unscaled,2790,126,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,3,ConvexArea,0.06703863324199662,0.06703863324199662,72262.0,72262.0
random_forest,Random Forest,unscaled,2790,126,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,4,MajorAxisLength,0.059911571721114325,0.059911571721114325,374.7846255158424,374.7846255158424
random_forest,Random Forest,unscaled,2790,126,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,5,ShapeFactor4,0.0591431571857838,0.0591431571857838,0.9932154901836944,0.9932154901836944
random_forest,Random Forest,unscaled,2883,553,barbunya_predicted_as_cali,mlp,0,BARBUNYA,2,CALI,1,roundness,0.13217357924526021,0.13217357924526021,0.8680784148896584,0.8680784148896584
random_forest,Random Forest,unscaled,2883,553,barbunya_predicted_as_cali,mlp,0,BARBUNYA,2,CALI,2,ShapeFactor4,0.07710591294021292,0.07710591294021292,0.9924857985408702,0.9924857985408702
random_forest,Random Forest,unscaled,2883,553,barbunya_predicted_as_cali,mlp,0,BARBUNYA,2,CALI,3,Perimeter,0.06275478236321723,0.06275478236321723,1028.668,1028.668
random_forest,Random Forest,unscaled,2883,553,barbunya_predicted_as_cali,mlp,0,BARBUNYA,2,CALI,4,ConvexArea,0.05956476756202189,0.05956476756202189,74018.0,74018.0
random_forest,Random Forest,unscaled,2883,553,barbunya_predicted_as_cali,mlp,0,BARBUNYA,2,CALI,5,Compactness,-0.05079959322676549,0.05079959322676549,0.8100984219350958,0.8100984219350958
random_forest,Random Forest,unscaled,3330,895,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,0,BARBUNYA,1,ShapeFactor4,0.208334920639336,0.208334920639336,0.997350170071718,0.997350170071718
random_forest,Random Forest,unscaled,3330,895,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,0,BARBUNYA,2,Perimeter,0.08334252146274289,0.08334252146274289,1170.4599999999998,1170.4599999999998
random_forest,Random Forest,unscaled,3330,895,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,0,BARBUNYA,3,ShapeFactor1,0.059831151621908885,0.059831151621908885,0.0047444664147212,0.0047444664147212
random_forest,Random Forest,unscaled,3330,895,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,0,BARBUNYA,4,roundness,-0.05601167323573515,0.05601167323573515,0.8564357096222179,0.8564357096222179
random_forest,Random Forest,unscaled,3330,895,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,0,BARBUNYA,5,MinorAxisLength,0.046712146776561346,0.046712146776561346,269.0760699570991,269.0760699570991
random_forest,Random Forest,unscaled,3450,1567,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,1,ShapeFactor1,0.1507817964094268,0.1507817964094268,0.0035370266335946,0.0035370266335946
random_forest,Random Forest,unscaled,3450,1567,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,2,ConvexArea,0.1465933019072133,0.1465933019072133,154519.0,154519.0
random_forest,Random Forest,unscaled,3450,1567,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,3,EquivDiameter,0.14512273435646436,0.14512273435646436,441.74423127603575,441.74423127603575
random_forest,Random Forest,unscaled,3450,1567,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,4,MinorAxisLength,0.1409394652034577,0.1409394652034577,362.1338272028383,362.1338272028383
random_forest,Random Forest,unscaled,3450,1567,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,5,Area,0.11455802236949152,0.11455802236949152,153261.0,153261.0
random_forest,Random Forest,unscaled,3869,806,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,1,ConvexArea,0.15163745409643448,0.15163745409643448,257425.0,257425.0
random_forest,Random Forest,unscaled,3869,806,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,2,ShapeFactor1,0.14920829608221386,0.14920829608221386,0.0028601199942404,0.0028601199942404
random_forest,Random Forest,unscaled,3869,806,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,3,EquivDiameter,0.14856923064481148,0.14856923064481148,565.8031152369625,565.8031152369625
random_forest,Random Forest,unscaled,3869,806,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,4,MinorAxisLength,0.14160362033757942,0.14160362033757942,450.926186722595,450.926186722595
random_forest,Random Forest,unscaled,3869,806,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,5,Area,0.12023250822669701,0.12023250822669701,251432.0,251432.0
random_forest,Random Forest,unscaled,10554,1099,correct_dermason,random_forest,3,DERMASON,3,DERMASON,1,ConvexArea,0.13235375076760383,0.13235375076760383,27498.0,27498.0
random_forest,Random Forest,unscaled,10554,1099,correct_dermason,random_forest,3,DERMASON,3,DERMASON,2,Perimeter,0.11812523296936832,0.11812523296936832,603.014,603.014
random_forest,Random Forest,unscaled,10554,1099,correct_dermason,random_forest,3,DERMASON,3,DERMASON,3,ShapeFactor1,0.0984914797472459,0.0984914797472459,0.0078833268077651,0.0078833268077651
random_forest,Random Forest,unscaled,10554,1099,correct_dermason,random_forest,3,DERMASON,3,DERMASON,4,EquivDiameter,0.09670084950494477,0.09670084950494477,185.8403149237035,185.8403149237035
random_forest,Random Forest,unscaled,10554,1099,correct_dermason,random_forest,3,DERMASON,3,DERMASON,5,MinorAxisLength,0.09629463791350645,0.09629463791350645,162.1897200105204,162.1897200105204
random_forest,Random Forest,unscaled,11193,2097,correct_dermason,mlp,3,DERMASON,3,DERMASON,1,ConvexArea,0.12946058774491462,0.12946058774491462,30161.0,30161.0
random_forest,Random Forest,unscaled,11193,2097,correct_dermason,mlp,3,DERMASON,3,DERMASON,2,Perimeter,0.11400369241625338,0.11400369241625338,641.153,641.153
random_forest,Random Forest,unscaled,11193,2097,correct_dermason,mlp,3,DERMASON,3,DERMASON,3,EquivDiameter,0.09758580109134128,0.09758580109134128,194.772103329466,194.772103329466
random_forest,Random Forest,unscaled,11193,2097,correct_dermason,mlp,3,DERMASON,3,DERMASON,4,MajorAxisLength,0.09584801463408553,0.09584801463408553,234.75262724944605,234.75262724944605
random_forest,Random Forest,unscaled,11193,2097,correct_dermason,mlp,3,DERMASON,3,DERMASON,5,MinorAxisLength,0.07513470430161608,0.07513470430161608,162.19632893113194,162.19632893113194
random_forest,Random Forest,unscaled,11538,2056,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,1,ConvexArea,0.12654653042524494,0.12654653042524494,31397.0,31397.0
random_forest,Random Forest,unscaled,11538,2056,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,2,Perimeter,0.11075215443828847,0.11075215443828847,648.4689999999999,648.4689999999999
random_forest,Random Forest,unscaled,11538,2056,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,3,MajorAxisLength,0.09668930551673001,0.09668930551673001,236.2812723200096,236.2812723200096
random_forest,Random Forest,unscaled,11538,2056,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,4,EquivDiameter,0.09250633148189691,0.09250633148189691,198.7549499130856,198.7549499130856
random_forest,Random Forest,unscaled,11538,2056,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,5,MinorAxisLength,0.07251227420340678,0.07251227420340678,167.64540050624518,167.64540050624518
random_forest,Random Forest,unscaled,11678,1622,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,1,ConvexArea,0.12259098292691747,0.12259098292691747,32083.0,32083.0
random_forest,Random Forest,unscaled,11678,1622,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,2,Perimeter,0.11184425615342466,0.11184425615342466,656.453,656.453
random_forest,Random Forest,unscaled,11678,1622,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,3,MajorAxisLength,0.10649606931088187,0.10649606931088187,242.94856462354684,242.94856462354684
random_forest,Random Forest,unscaled,11678,1622,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,4,EquivDiameter,0.09150822454884477,0.09150822454884477,200.45172374602387,200.45172374602387
random_forest,Random Forest,unscaled,11678,1622,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,5,MinorAxisLength,0.07341827242074955,0.07341827242074955,166.9923013054856,166.9923013054856
random_forest,Random Forest,unscaled,12185,322,correct_dermason,mlp,3,DERMASON,3,DERMASON,1,ConvexArea,0.10723638594877778,0.10723638594877778,33909.0,33909.0
random_forest,Random Forest,unscaled,12185,322,correct_dermason,mlp,3,DERMASON,3,DERMASON,2,Perimeter,0.08485623654955658,0.08485623654955658,687.588,687.588
random_forest,Random Forest,unscaled,12185,322,correct_dermason,mlp,3,DERMASON,3,DERMASON,3,MajorAxisLength,0.0763620144298245,0.0763620144298245,266.26846337583515,266.26846337583515
random_forest,Random Forest,unscaled,12185,322,correct_dermason,mlp,3,DERMASON,3,DERMASON,4,MinorAxisLength,0.06355699510265005,0.06355699510265005,161.04061516633084,161.04061516633084
random_forest,Random Forest,unscaled,12185,322,correct_dermason,mlp,3,DERMASON,3,DERMASON,5,EquivDiameter,0.05852845001625592,0.05852845001625592,206.67520472174508,206.67520472174508
random_forest,Random Forest,unscaled,12237,1552,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,1,Perimeter,0.11302286073307433,0.11302286073307433,676.165,676.165
random_forest,Random Forest,unscaled,12237,1552,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,2,ConvexArea,0.11240512416765874,0.11240512416765874,34073.0,34073.0
random_forest,Random Forest,unscaled,12237,1552,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,3,MajorAxisLength,0.09784027473204442,0.09784027473204442,247.3614472256199,247.3614472256199
random_forest,Random Forest,unscaled,12237,1552,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,4,EquivDiameter,0.07402557860492284,0.07402557860492284,207.28420508237667,207.28420508237667
random_forest,Random Forest,unscaled,12237,1552,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,5,ShapeFactor1,0.06492277426822243,0.06492277426822243,0.0073300968181597,0.0073300968181597
random_forest,Random Forest,unscaled,12383,386,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,1,Perimeter,0.10943705628590279,0.10943705628590279,676.666,676.666
random_forest,Random Forest,unscaled,12383,386,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,2,ConvexArea,0.10831002130599607,0.10831002130599607,34759.0,34759.0
random_forest,Random Forest,unscaled,12383,386,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,3,MajorAxisLength,0.08805117376773496,0.08805117376773496,241.828840979358,241.828840979358
random_forest,Random Forest,unscaled,12383,386,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,4,EquivDiameter,0.07542471326018357,0.07542471326018357,209.38047665511013,209.38047665511013
random_forest,Random Forest,unscaled,12383,386,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,5,Area,0.04568527247148886,0.04568527247148886,34432.0,34432.0
random_forest,Random Forest,unscaled,12838,2412,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,1,ConvexArea,0.08492833383168981,0.08492833383168981,36928.0,36928.0
random_forest,Random Forest,unscaled,12838,2412,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,2,MajorAxisLength,0.07601727159187027,0.07601727159187027,264.936380010174,264.936380010174
random_forest,Random Forest,unscaled,12838,2412,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,3,Perimeter,0.06290997994352783,0.06290997994352783,710.1410000000001,710.1410000000001
random_forest,Random Forest,unscaled,12838,2412,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,4,MinorAxisLength,0.06184312897356207,0.06184312897356207,176.31445173544094,176.31445173544094
random_forest,Random Forest,unscaled,12838,2412,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,5,ShapeFactor1,0.05797066745180494,0.05797066745180494,0.0072527684855915,0.0072527684855915
random_forest,Random Forest,unscaled,7636,2067,correct_sira,random_forest,6,SIRA,6,SIRA,1,Perimeter,0.07486912971659034,0.07486912971659034,746.25,746.25
random_forest,Random Forest,unscaled,7636,2067,correct_sira,random_forest,6,SIRA,6,SIRA,2,roundness,0.07343037310748526,0.07343037310748526,0.8814007479216192,0.8814007479216192
random_forest,Random Forest,unscaled,7636,2067,correct_sira,random_forest,6,SIRA,6,SIRA,3,ShapeFactor3,0.04923379292362297,0.04923379292362297,0.6528530755302192,0.6528530755302192
random_forest,Random Forest,unscaled,7636,2067,correct_sira,random_forest,6,SIRA,6,SIRA,4,Extent,0.04233986376270651,0.04233986376270651,0.8143098380136343,0.8143098380136343
random_forest,Random Forest,unscaled,7636,2067,correct_sira,random_forest,6,SIRA,6,SIRA,5,Compactness,0.03900428669823989,0.03900428669823989,0.8079932397800239,0.8079932397800239
random_forest,Random Forest,unscaled,8943,362,correct_sira,logistic_regression,6,SIRA,6,SIRA,1,Perimeter,0.12343908317664007,0.12343908317664007,805.1600000000001,805.1600000000001
random_forest,Random Forest,unscaled,8943,362,correct_sira,logistic_regression,6,SIRA,6,SIRA,2,ConvexArea,0.08326109469251752,0.08326109469251752,46216.0,46216.0
random_forest,Random Forest,unscaled,8943,362,correct_sira,logistic_regression,6,SIRA,6,SIRA,3,EquivDiameter,0.06946562719705288,0.06946562719705288,241.4204080018854,241.4204080018854
random_forest,Random Forest,unscaled,8943,362,correct_sira,logistic_regression,6,SIRA,6,SIRA,4,ShapeFactor1,0.06557318311730574,0.06557318311730574,0.0065341300316815,0.0065341300316815
random_forest,Random Forest,unscaled,8943,362,correct_sira,logistic_regression,6,SIRA,6,SIRA,5,MajorAxisLength,0.06422741668100589,0.06422741668100589,299.1063363302542,299.1063363302542
random_forest,Random Forest,unscaled,9111,186,correct_sira,logistic_regression,6,SIRA,6,SIRA,1,Perimeter,0.13023906626210058,0.13023906626210058,807.419,807.419
random_forest,Random Forest,unscaled,9111,186,correct_sira,logistic_regression,6,SIRA,6,SIRA,2,ConvexArea,0.08655707125938114,0.08655707125938114,47014.0,47014.0
random_forest,Random Forest,unscaled,9111,186,correct_sira,logistic_regression,6,SIRA,6,SIRA,3,EquivDiameter,0.07456177436729641,0.07456177436729641,243.45025686549823,243.45025686549823
random_forest,Random Forest,unscaled,9111,186,correct_sira,logistic_regression,6,SIRA,6,SIRA,4,MajorAxisLength,0.06981705839006676,0.06981705839006676,305.7739408863234,305.7739408863234
random_forest,Random Forest,unscaled,9111,186,correct_sira,logistic_regression,6,SIRA,6,SIRA,5,Compactness,0.06226710590779615,0.06226710590779615,0.7961772548694888,0.7961772548694888
random_forest,Random Forest,unscaled,9316,462,correct_sira,decision_tree,6,SIRA,6,SIRA,1,Perimeter,0.12489652187998698,0.12489652187998698,817.095,817.095
random_forest,Random Forest,unscaled,9316,462,correct_sira,decision_tree,6,SIRA,6,SIRA,2,ConvexArea,0.0854043060608717,0.0854043060608717,48134.0,48134.0
random_forest,Random Forest,unscaled,9316,462,correct_sira,decision_tree,6,SIRA,6,SIRA,3,EquivDiameter,0.07166676878923364,0.07166676878923364,246.3357941155388,246.3357941155388
random_forest,Random Forest,unscaled,9316,462,correct_sira,decision_tree,6,SIRA,6,SIRA,4,MajorAxisLength,0.06995874916047465,0.06995874916047465,303.8431455041392,303.8431455041392
random_forest,Random Forest,unscaled,9316,462,correct_sira,decision_tree,6,SIRA,6,SIRA,5,Compactness,0.0636966823522465,0.0636966823522465,0.8107334253231755,0.8107334253231755
random_forest,Random Forest,unscaled,9463,1293,correct_sira,mlp,6,SIRA,6,SIRA,1,Perimeter,0.1178428069470963,0.1178428069470963,847.239,847.239
random_forest,Random Forest,unscaled,9463,1293,correct_sira,mlp,6,SIRA,6,SIRA,2,ConvexArea,0.081345937751067,0.081345937751067,49351.0,49351.0
random_forest,Random Forest,unscaled,9463,1293,correct_sira,mlp,6,SIRA,6,SIRA,3,EquivDiameter,0.06816004903634146,0.06816004903634146,248.71739641801872,248.71739641801872
random_forest,Random Forest,unscaled,9463,1293,correct_sira,mlp,6,SIRA,6,SIRA,4,MajorAxisLength,0.06472547142736737,0.06472547142736737,309.2765163066068,309.2765163066068
random_forest,Random Forest,unscaled,9463,1293,correct_sira,mlp,6,SIRA,6,SIRA,5,Compactness,0.0629211330352598,0.0629211330352598,0.804191017760457,0.804191017760457
random_forest,Random Forest,unscaled,9919,1094,correct_sira,decision_tree,6,SIRA,6,SIRA,1,Perimeter,0.0762023874465762,0.0762023874465762,883.1569999999999,883.1569999999999
random_forest,Random Forest,unscaled,9919,1094,correct_sira,decision_tree,6,SIRA,6,SIRA,2,ShapeFactor1,0.07014973873527362,0.07014973873527362,0.0063384533315882,0.0063384533315882
random_forest,Random Forest,unscaled,9919,1094,correct_sira,decision_tree,6,SIRA,6,SIRA,3,Compactness,0.06955819272491727,0.06955819272491727,0.768826965315626,0.768826965315626
random_forest,Random Forest,unscaled,9919,1094,correct_sira,decision_tree,6,SIRA,6,SIRA,4,MinorAxisLength,0.06897800738706421,0.06897800738706421,201.3683224653088,201.3683224653088
random_forest,Random Forest,unscaled,9919,1094,correct_sira,decision_tree,6,SIRA,6,SIRA,5,ConvexArea,0.0677338141840448,0.0677338141840448,54275.0,54275.0
random_forest,Random Forest,unscaled,9967,1890,correct_sira,random_forest,6,SIRA,6,SIRA,1,roundness,0.062370605454916586,0.062370605454916586,0.869745452690357,0.869745452690357
random_forest,Random Forest,unscaled,9967,1890,correct_sira,random_forest,6,SIRA,6,SIRA,2,Compactness,0.037493016670084034,0.037493016670084034,0.7801115847233366,0.7801115847233366
random_forest,Random Forest,unscaled,9967,1890,correct_sira,random_forest,6,SIRA,6,SIRA,3,ConvexArea,0.035850897025713806,0.035850897025713806,56259.0,56259.0
random_forest,Random Forest,unscaled,9967,1890,correct_sira,random_forest,6,SIRA,6,SIRA,4,MinorAxisLength,0.03340811903363945,0.03340811903363945,208.4878424352304,208.4878424352304
