model_name,display_name,input_type,sample_id,row_index,selection_group,selected_from_model,true_label,true_class_name,explained_predicted_label,explained_predicted_class_name,feature_rank,feature,shap_value,abs_shap_value,original_feature_value,model_input_feature_value
decision_tree,Decision Tree,unscaled,2573,192,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,1,roundness,0.30356666181138126,0.30356666181138126,0.9045325908282456,0.9045325908282456
decision_tree,Decision Tree,unscaled,2573,192,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,2,MajorAxisLength,0.2109036633103679,0.2109036633103679,359.95047767229994,359.95047767229994
decision_tree,Decision Tree,unscaled,2573,192,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,3,Perimeter,0.17904206283864857,0.17904206283864857,969.983,969.983
decision_tree,Decision Tree,unscaled,2573,192,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,4,MinorAxisLength,0.13417079760924763,0.13417079760924763,240.5130294492974,240.5130294492974
decision_tree,Decision Tree,unscaled,2573,192,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,5,ShapeFactor1,0.09155407763178396,0.09155407763178396,0.005314961869829,0.005314961869829
decision_tree,Decision Tree,unscaled,2590,960,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,1,MajorAxisLength,0.23242296530635628,0.23242296530635628,386.98786978852297,386.98786978852297
decision_tree,Decision Tree,unscaled,2590,960,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,2,Perimeter,0.22192879188844594,0.22192879188844594,993.761,993.761
decision_tree,Decision Tree,unscaled,2590,960,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,3,Solidity,0.13096732017269797,0.13096732017269797,0.9911111111111112,0.9911111111111112
decision_tree,Decision Tree,unscaled,2590,960,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,4,ShapeFactor1,0.09892337117713253,0.09892337117713253,0.0056897429947588,0.0056897429947588
decision_tree,Decision Tree,unscaled,2590,960,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,5,roundness,0.09768763261397609,0.09768763261397609,0.8654673100101826,0.8654673100101826
decision_tree,Decision Tree,unscaled,2591,66,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,1,Perimeter,0.23455323475917328,0.23455323475917328,1011.261,1011.261
decision_tree,Decision Tree,unscaled,2591,66,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,2,MajorAxisLength,0.23276180838817243,0.23276180838817243,380.5696407327228,380.5696407327228
decision_tree,Decision Tree,unscaled,2591,66,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,3,Compactness,0.13860766170963906,0.13860766170963906,0.7733071079863808,0.7733071079863808
decision_tree,Decision Tree,unscaled,2591,66,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,4,ShapeFactor1,0.09126931121483649,0.09126931121483649,0.0055946377856745,0.0055946377856745
decision_tree,Decision Tree,unscaled,2591,66,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,5,ShapeFactor4,0.07080567812134111,0.07080567812134111,0.9880679024330704,0.9880679024330704
decision_tree,Decision Tree,unscaled,2790,126,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,0,BARBUNYA,1,Perimeter,0.3240261881208511,0.3240261881208511,1005.7759999999998,1005.7759999999998
