seed,model_name,true_class_id,true_class_name,predicted_class_id,predicted_class_name,confusion_count
1,decision_tree,6,SIRA,2,CALI,4
10,random_forest,6,SIRA,0,BARBUNYA,4
10,random_forest,5,SEKER,0,BARBUNYA,4
10,random_forest,2,CALI,6,SIRA,4
10,random_forest,4,HOROZ,3,DERMASON,4
6,decision_tree,5,SEKER,0,BARBUNYA,4
10,mlp,6,SIRA,0,BARBUNYA,4
10,mlp,0,BARBUNYA,5,SEKER,4
9,logistic_regression,4,HOROZ,6,SIRA,4
1,random_forest,5,SEKER,0,BARBUNYA,4
1,random_forest,4,HOROZ,3,DERMASON,4
5,decision_tree,4,HOROZ,3,DERMASON,4
9,decision_tree,4,HOROZ,3,DERMASON,4
6,mlp,6,SIRA,0,BARBUNYA,4
6,logistic_regression,2,CALI,6,SIRA,4
5,mlp,6,SIRA,0,BARBUNYA,4
1,random_forest,6,SIRA,0,BARBUNYA,4
1,mlp,6,SIRA,0,BARBUNYA,4
6,decision_tree,6,SIRA,2,CALI,4
6,logistic_regression,0,BARBUNYA,5,SEKER,4
9,logistic_regression,0,BARBUNYA,5,SEKER,4
2,decision_tree,4,HOROZ,3,DERMASON,4
4,random_forest,4,HOROZ,3,DERMASON,4
4,decision_tree,4,HOROZ,0,BARBUNYA,4
4,decision_tree,5,SEKER,0,BARBUNYA,4
1,mlp,4,HOROZ,3,DERMASON,4
1,mlp,0,BARBUNYA,5,SEKER,4
4,random_forest,5,SEKER,0,BARBUNYA,4
4,mlp,5,SEKER,0,BARBUNYA,4
9,mlp,0,BARBUNYA,5,SEKER,4
8,random_forest,6,SIRA,0,BARBUNYA,4
3,mlp,0,BARBUNYA,5,SEKER,4
3,mlp,4,HOROZ,6,SIRA,4
7,random_forest,2,CALI,6,SIRA,4
3,logistic_regression,2,CALI,6,SIRA,4
9,random_forest,5,SEKER,0,BARBUNYA,4
9,random_forest,6,SIRA,0,BARBUNYA,4
7,mlp,4,HOROZ,3,DERMASON,4
7,mlp,0,BARBUNYA,5,SEKER,4
10,decision_tree,0,BARBUNYA,5,SEKER,4
3,random_forest,6,SIRA,0,BARBUNYA,4
4,logistic_regression,0,BARBUNYA,5,SEKER,4
4,logistic_regression,2,CALI,6,SIRA,4
4,decision_tree,6,SIRA,2,CALI,4
7,logistic_regression,4,HOROZ,6,SIRA,4
7,logistic_regression,2,CALI,6,SIRA,4
10,decision_tree,0,BARBUNYA,6,SIRA,4
4,logistic_regression,4,HOROZ,6,SIRA,4
3,random_forest,5,SEKER,0,BARBUNYA,4
2,logistic_regression,2,CALI,6,SIRA,4
4,mlp,6,SIRA,0,BARBUNYA,4
7,logistic_regression,0,BARBUNYA,5,SEKER,4
6,random_forest,6,SIRA,0,BARBUNYA,4
8,random_forest,4,HOROZ,3,DERMASON,4
8,random_forest,5,SEKER,0,BARBUNYA,4
5,decision_tree,4,HOROZ,0,BARBUNYA,4
7,decision_tree,6,SIRA,2,CALI,4
8,mlp,4,HOROZ,3,DERMASON,4
10,decision_tree,6,SIRA,2,CALI,4
10,decision_tree,6,SIRA,0,BARBUNYA,4
2,decision_tree,6,SIRA,2,CALI,4
2,decision_tree,6,SIRA,0,BARBUNYA,4
3,logistic_regression,4,HOROZ,6,SIRA,4
2,random_forest,4,HOROZ,3,DERMASON,4
2,random_forest,5,SEKER,0,BARBUNYA,4
7,random_forest,4,HOROZ,3,DERMASON,4
8,decision_tree,5,SEKER,0,BARBUNYA,4
7,random_forest,5,SEKER,0,BARBUNYA,4
3,decision_tree,6,SIRA,2,CALI,4
3,decision_tree,6,SIRA,0,BARBUNYA,4
7,random_forest,6,SIRA,0,BARBUNYA,4
2,random_forest,6,SIRA,0,BARBUNYA,4
3,logistic_regression,0,BARBUNYA,5,SEKER,4
2,logistic_regression,0,BARBUNYA,5,SEKER,4
2,mlp,0,BARBUNYA,5,SEKER,4
8,decision_tree,0,BARBUNYA,6,SIRA,4
8,logistic_regression,0,BARBUNYA,5,SEKER,4
8,logistic_regression,4,HOROZ,6,SIRA,4
3,decision_tree,4,HOROZ,0,BARBUNYA,4
2,mlp,4,HOROZ,6,SIRA,4
2,mlp,6,SIRA,0,BARBUNYA,4
10,logistic_regression,0,BARBUNYA,5,SEKER,4
10,logistic_regression,2,CALI,6,SIRA,4
8,mlp,2,CALI,6,SIRA,4
8,decision_tree,4,HOROZ,0,BARBUNYA,4
8,logistic_regression,2,CALI,6,SIRA,4
1,decision_tree,4,HOROZ,0,BARBUNYA,4
10,logistic_regression,4,HOROZ,6,SIRA,4
2,logistic_regression,4,HOROZ,6,SIRA,4
1,decision_tree,4,HOROZ,3,DERMASON,4
10,mlp,4,HOROZ,6,SIRA,4
8,mlp,0,BARBUNYA,5,SEKER,4
1,logistic_regression,4,HOROZ,6,SIRA,4
1,logistic_regression,2,CALI,6,SIRA,4
1,decision_tree,0,BARBUNYA,6,SIRA,4
10,random_forest,0,BARBUNYA,5,SEKER,3
1,decision_tree,3,DERMASON,4,HOROZ,3
5,random_forest,4,HOROZ,3,DERMASON,3
6,decision_tree,2,CALI,6,SIRA,3
7,decision_tree,0,BARBUNYA,5,SEKER,3
7,decision_tree,2,CALI,6,SIRA,3
8,random_forest,2,CALI,6,SIRA,3
7,random_forest,0,BARBUNYA,5,SEKER,3
8,random_forest,0,BARBUNYA,5,SEKER,3
7,mlp,6,SIRA,0,BARBUNYA,3
8,mlp,6,SIRA,0,BARBUNYA,3
8,decision_tree,2,CALI,6,SIRA,3
9,decision_tree,2,CALI,6,SIRA,3
9,decision_tree,0,BARBUNYA,5,SEKER,3
5,random_forest,0,BARBUNYA,5,SEKER,3
6,mlp,4,HOROZ,6,SIRA,3
6,random_forest,2,CALI,6,SIRA,3
6,random_forest,0,BARBUNYA,5,SEKER,3
10,decision_tree,4,HOROZ,0,BARBUNYA,3
10,decision_tree,2,CALI,6,SIRA,3
1,random_forest,2,CALI,6,SIRA,3
1,random_forest,0,BARBUNYA,5,SEKER,3
1,decision_tree,0,BARBUNYA,5,SEKER,3
1,decision_tree,2,CALI,6,SIRA,3
2,decision_tree,4,HOROZ,0,BARBUNYA,3
2,decision_tree,2,CALI,6,SIRA,3
2,random_forest,2,CALI,6,SIRA,3
2,random_forest,0,BARBUNYA,5,SEKER,3
9,mlp,6,SIRA,0,BARBUNYA,3
9,random_forest,0,BARBUNYA,5,SEKER,3
9,random_forest,2,CALI,6,SIRA,3
4,mlp,0,BARBUNYA,5,SEKER,3
4,decision_tree,0,BARBUNYA,5,SEKER,3
9,random_forest,4,HOROZ,3,DERMASON,3
3,random_forest,4,HOROZ,3,DERMASON,3
4,decision_tree,2,CALI,6,SIRA,3
3,random_forest,2,CALI,6,SIRA,3
3,random_forest,0,BARBUNYA,5,SEKER,3
4,random_forest,2,CALI,6,SIRA,3
4,random_forest,0,BARBUNYA,5,SEKER,3
5,decision_tree,2,CALI,6,SIRA,3
9,mlp,2,CALI,6,SIRA,3
5,mlp,0,BARBUNYA,5,SEKER,3
5,random_forest,2,CALI,6,SIRA,3
3,decision_tree,0,BARBUNYA,5,SEKER,3
2,decision_tree,0,BARBUNYA,5,SEKER,3
3,mlp,6,SIRA,0,BARBUNYA,3
3,decision_tree,2,CALI,6,SIRA,3
4,mlp,2,CALI,5,SEKER,2
9,random_forest,2,CALI,5,SEKER,2
7,logistic_regression,2,CALI,5,SEKER,2
6,random_forest,2,CALI,5,SEKER,2
10,random_forest,2,CALI,5,SEKER,2
8,mlp,2,CALI,5,SEKER,2
6,mlp,2,CALI,6,SIRA,2
6,mlp,6,SIRA,2,CALI,2
9,logistic_regression,2,CALI,5,SEKER,2
5,random_forest,2,CALI,5,SEKER,2
6,logistic_regression,2,CALI,5,SEKER,2
8,logistic_regression,2,CALI,5,SEKER,2
7,mlp,2,CALI,5,SEKER,2
7,mlp,4,HOROZ,0,BARBUNYA,2
7,mlp,2,CALI,6,SIRA,2
8,random_forest,2,CALI,5,SEKER,2
8,decision_tree,6,SIRA,2,CALI,2
7,random_forest,2,CALI,5,SEKER,2
8,decision_tree,3,DERMASON,4,HOROZ,2
6,mlp,2,CALI,5,SEKER,2
2,random_forest,2,CALI,5,SEKER,2
3,mlp,2,CALI,5,SEKER,2
3,mlp,2,CALI,6,SIRA,2
2,logistic_regression,2,CALI,5,SEKER,2
3,logistic_regression,2,CALI,5,SEKER,2
4,logistic_regression,2,CALI,5,SEKER,2
2,mlp,2,CALI,6,SIRA,2
10,logistic_regression,2,CALI,5,SEKER,2
5,logistic_regression,2,CALI,5,SEKER,2
9,mlp,2,CALI,5,SEKER,2
4,random_forest,2,CALI,5,SEKER,2
4,mlp,2,CALI,6,SIRA,2
4,decision_tree,3,DERMASON,4,HOROZ,2
4,decision_tree,2,CALI,5,SEKER,2
5,mlp,2,CALI,5,SEKER,2
5,mlp,2,CALI,6,SIRA,2
1,mlp,2,CALI,6,SIRA,2
1,logistic_regression,2,CALI,5,SEKER,2
10,mlp,6,SIRA,2,CALI,2
10,mlp,2,CALI,6,SIRA,2
1,mlp,2,CALI,5,SEKER,2
2,mlp,2,CALI,5,SEKER,2
10,mlp,2,CALI,5,SEKER,2
1,random_forest,2,CALI,5,SEKER,2
3,random_forest,2,CALI,5,SEKER,2
4,mlp,4,HOROZ,0,BARBUNYA,2
5,random_forest,4,HOROZ,0,BARBUNYA,1
6,decision_tree,0,BARBUNYA,3,DERMASON,1
6,decision_tree,2,CALI,5,SEKER,1
6,decision_tree,3,DERMASON,4,HOROZ,1
6,decision_tree,5,SEKER,2,CALI,1
9,decision_tree,5,SEKER,2,CALI,1
5,mlp,6,SIRA,2,CALI,1
5,random_forest,0,BARBUNYA,4,HOROZ,1
7,logistic_regression,6,SIRA,0,BARBUNYA,1
7,logistic_regression,4,HOROZ,0,BARBUNYA,1
7,decision_tree,0,BARBUNYA,3,DERMASON,1
8,random_forest,4,HOROZ,0,BARBUNYA,1
7,decision_tree,2,CALI,5,SEKER,1
6,random_forest,0,BARBUNYA,4,HOROZ,1
7,random_forest,0,BARBUNYA,3,DERMASON,1
10,random_forest,0,BARBUNYA,4,HOROZ,1
10,random_forest,4,HOROZ,0,BARBUNYA,1
8,logistic_regression,6,SIRA,0,BARBUNYA,1
8,mlp,0,BARBUNYA,4,HOROZ,1
8,logistic_regression,6,SIRA,2,CALI,1
8,logistic_regression,4,HOROZ,0,BARBUNYA,1
8,decision_tree,2,CALI,5,SEKER,1
6,logistic_regression,4,HOROZ,0,BARBUNYA,1
9,decision_tree,0,BARBUNYA,4,HOROZ,1
9,decision_tree,0,BARBUNYA,3,DERMASON,1
6,random_forest,4,HOROZ,0,BARBUNYA,1
6,mlp,4,HOROZ,0,BARBUNYA,1
6,logistic_regression,6,SIRA,0,BARBUNYA,1
6,logistic_regression,6,SIRA,2,CALI,1
6,mlp,1,BOMBAY,2,CALI,1
9,decision_tree,2,CALI,5,SEKER,1
7,random_forest,0,BARBUNYA,4,HOROZ,1
8,random_forest,0,BARBUNYA,4,HOROZ,1
7,mlp,6,SIRA,2,CALI,1
8,decision_tree,5,SEKER,2,CALI,1
7,random_forest,4,HOROZ,0,BARBUNYA,1
8,decision_tree,0,BARBUNYA,3,DERMASON,1
8,mlp,4,HOROZ,0,BARBUNYA,1
7,decision_tree,5,SEKER,2,CALI,1
7,logistic_regression,6,SIRA,2,CALI,1
4,mlp,5,SEKER,2,CALI,1
4,mlp,6,SIRA,2,CALI,1
4,random_forest,0,BARBUNYA,3,DERMASON,1
9,logistic_regression,4,HOROZ,0,BARBUNYA,1
5,mlp,5,SEKER,2,CALI,1
5,mlp,0,BARBUNYA,4,HOROZ,1
3,random_forest,4,HOROZ,0,BARBUNYA,1
3,mlp,6,SIRA,2,CALI,1
3,random_forest,0,BARBUNYA,3,DERMASON,1
3,random_forest,0,BARBUNYA,4,HOROZ,1
10,decision_tree,0,BARBUNYA,3,DERMASON,1
4,decision_tree,5,SEKER,2,CALI,1
4,decision_tree,0,BARBUNYA,3,DERMASON,1
9,random_forest,4,HOROZ,0,BARBUNYA,1
4,logistic_regression,6,SIRA,0,BARBUNYA,1
9,mlp,6,SIRA,2,CALI,1
9,random_forest,0,BARBUNYA,3,DERMASON,1
9,random_forest,0,BARBUNYA,4,HOROZ,1
4,logistic_regression,6,SIRA,2,CALI,1
4,mlp,0,BARBUNYA,4,HOROZ,1
4,logistic_regression,4,HOROZ,0,BARBUNYA,1
5,mlp,4,HOROZ,0,BARBUNYA,1
5,decision_tree,2,CALI,5,SEKER,1
5,decision_tree,0,BARBUNYA,3,DERMASON,1
5,logistic_regression,6,SIRA,2,CALI,1
5,logistic_regression,6,SIRA,0,BARBUNYA,1
5,logistic_regression,4,HOROZ,0,BARBUNYA,1
9,logistic_regression,6,SIRA,2,CALI,1
9,logistic_regression,6,SIRA,0,BARBUNYA,1
5,decision_tree,3,DERMASON,4,HOROZ,1
4,random_forest,0,BARBUNYA,4,HOROZ,1
9,mlp,4,HOROZ,0,BARBUNYA,1
9,mlp,0,BARBUNYA,4,HOROZ,1
9,mlp,1,BOMBAY,2,CALI,1
4,random_forest,4,HOROZ,0,BARBUNYA,1
3,decision_tree,2,CALI,5,SEKER,1
10,decision_tree,5,SEKER,2,CALI,1
3,decision_tree,0,BARBUNYA,3,DERMASON,1
2,logistic_regression,4,HOROZ,0,BARBUNYA,1
10,logistic_regression,4,HOROZ,0,BARBUNYA,1
2,logistic_regression,6,SIRA,0,BARBUNYA,1
2,logistic_regression,6,SIRA,2,CALI,1
2,random_forest,0,BARBUNYA,4,HOROZ,1
2,random_forest,4,HOROZ,0,BARBUNYA,1
2,mlp,4,HOROZ,0,BARBUNYA,1
2,mlp,6,SIRA,2,CALI,1
10,decision_tree,2,CALI,5,SEKER,1
3,logistic_regression,6,SIRA,2,CALI,1
3,logistic_regression,6,SIRA,0,BARBUNYA,1
3,logistic_regression,4,HOROZ,0,BARBUNYA,1
3,mlp,1,BOMBAY,2,CALI,1
10,mlp,1,BOMBAY,2,CALI,1
2,decision_tree,2,CALI,5,SEKER,1
2,decision_tree,3,DERMASON,4,HOROZ,1
1,mlp,6,SIRA,2,CALI,1
1,random_forest,0,BARBUNYA,4,HOROZ,1
1,random_forest,4,HOROZ,0,BARBUNYA,1
2,decision_tree,0,BARBUNYA,3,DERMASON,1
10,logistic_regression,6,SIRA,0,BARBUNYA,1
10,logistic_regression,6,SIRA,2,CALI,1
10,mlp,0,BARBUNYA,4,HOROZ,1
1,mlp,3,DERMASON,4,HOROZ,1
1,logistic_regression,6,SIRA,2,CALI,1
1,logistic_regression,6,SIRA,0,BARBUNYA,1
1,logistic_regression,4,HOROZ,0,BARBUNYA,1
1,mlp,4,HOROZ,0,BARBUNYA,1
10,mlp,4,HOROZ,0,BARBUNYA,1
10,random_forest,6,SIRA,2,CALI,1
1,decision_tree,2,CALI,5,SEKER,1
1,decision_tree,0,BARBUNYA,3,DERMASON,1
