seed,model_name,sample_id,true_label,predicted_label,class_0_probability,class_1_probability,class_2_probability,class_3_probability,class_4_probability,class_5_probability,class_6_probability
8,mlp,1223,5,5,9.430123001697116e-05,2.6191544089145578e-05,1.7804962315094077e-05,0.0008589431809796885,2.897085669509667e-07,0.9981487262539281,0.0008537431201039554
8,mlp,11769,3,3,3.753675749941945e-06,1.799342141337078e-05,5.271791211642832e-07,0.9886627434898807,4.9596718596832555e-05,0.00024650773586165707,0.011018877779376329
8,mlp,12059,3,3,3.7409227262132047e-05,9.291480210393363e-05,6.3573743851367925e-06,0.9504151382293843,9.114243243476358e-05,0.005036860952137715,0.04432017698229196
8,mlp,7126,4,4,8.11973513309935e-05,2.9646957828881785e-05,0.003366059440068783,4.108793064899948e-06,0.9954817242219404,1.716841565123389e-05,0.0010200948201148274
8,mlp,638,5,5,5.827676650619893e-05,4.56011638035056e-05,1.8635320538009638e-05,0.008612796445691727,9.112793782818653e-07,0.9893196090175349,0.0019441700065474699
8,mlp,13211,3,6,0.0010380203051258143,0.0009331552200969234,0.00019796507733667724,0.43147355566622586,0.0007793545333305755,0.04100223675408501,0.5245757124437992
8,mlp,12549,3,3,0.00011898908119118532,0.00022481115034449236,2.2147370277362347e-05,0.8801508613348833,0.0001947959076276026,0.00861148034141018,0.11067691481426584
8,mlp,10682,3,3,5.9476182477293035e-08,3.386456613584827e-07,7.624971199890696e-09,0.9997447819669293,4.567084224826874e-07,0.0001002889721286625,0.00015406660570467672
8,mlp,2639,0,0,0.9937139506467735,0.0019188631092387095,0.0020183364571622103,8.009963216668602e-05,5.2844996411686585e-06,0.0019718254735701657,0.00029164018144743023
8,mlp,11764,3,3,1.9537522566910076e-06,1.2851707621489561e-05,3.4376927135824826e-07,0.9932959977820572,5.6454373742078246e-05,0.00011730504766834996,0.006515093567382935
8,mlp,10311,3,3,1.6047618922694463e-08,1.9008478411996388e-07,2.151324373365252e-09,0.9998569316322383,8.798567932932652e-07,6.997554839479365e-06,0.00013498267240165043
8,mlp,1606,5,5,0.0001618716286237533,3.122744706184338e-05,2.4632653901976885e-05,0.0001800828505616999,1.2665403829231027e-07,0.9993352125161691,0.0002668462496432726
8,mlp,10888,3,3,2.0549823663764192e-07,1.5285793085600059e-06,3.485714469209471e-08,0.9992521091204669,5.829676978231242e-06,4.6983575332753776e-05,0.000693308692532432
8,mlp,13206,3,3,0.0005130779746894257,0.0005627030963642887,0.00011767843580803527,0.567110900247388,0.0017915532156331498,0.009736392049887075,0.4201676949802301
8,mlp,1755,5,5,0.0014502610899324673,0.0004250211038634115,0.0005008862957414434,0.004003698256887872,1.724488891126049e-05,0.9727518222772829,0.020851066087380694
8,mlp,8677,6,6,0.003895682530734222,0.00129983277576713,0.0008381676755197276,0.023528723884767944,0.007078018120941491,0.010116128051570058,0.9532434469606995
8,mlp,6761,4,4,3.712391642478589e-05,8.328443333406099e-06,0.0006066424144317671,1.3061851066754013e-05,0.9917076129565928,2.134527207509758e-05,0.007605885146075525
8,mlp,10611,3,3,3.81044807699148e-05,3.942408091699214e-05,2.4638020240491946e-06,0.992120222182944,0.00033209157189831746,0.00031497220457594587,0.007152721676870815
8,mlp,13061,3,3,9.039688869559332e-05,0.00013534806873773578,1.866638958407498e-05,0.8453924734392627,0.00045351271588977437,0.004401925371742057,0.14950767712608806
8,mlp,9005,6,6,0.011731008324532959,0.0036389417233241928,0.003606424358650646,0.014670954010868445,0.0006653380122211396,0.4268984331855995,0.5387889003848032
8,mlp,10789,3,3,1.327671056662705e-07,1.1296643034599812e-06,1.873689253085374e-08,0.9993062588138364,5.513921235664838e-06,2.4845042844751466e-05,0.0006621010537814243
