seed,model_name,sample_id,true_label,predicted_label,class_0_probability,class_1_probability,class_2_probability,class_3_probability,class_4_probability,class_5_probability,class_6_probability
10,mlp,1223,5,5,2.2370090105177474e-06,2.8389379812901e-06,9.055379007981313e-07,7.914817893836668e-05,1.3760466602904685e-06,0.9998650330395895,4.846124991930955e-05
10,mlp,11769,3,3,1.7401373075599248e-07,1.0032829888703767e-06,9.555889904226875e-07,0.9950876738547509,0.0004977684629838887,0.00013380394226929245,0.00427862085428583
10,mlp,12059,3,3,7.754680567148143e-07,2.67757986771562e-06,7.500220735333369e-06,0.9521219952981237,0.0006310147517424893,0.0006934352269662118,0.04654260145450806
10,mlp,7126,4,4,8.512520238808132e-07,1.3236159795538463e-07,0.0004485263890144253,5.76935407985542e-08,0.9994679031434454,1.646755290263004e-06,8.088240508729212e-05
10,mlp,638,5,5,4.039485100781314e-07,7.926637323217174e-06,4.108162212105968e-06,0.002892210871947008,5.1103140710205074e-06,0.9968907664815732,0.00019947358436354644
10,mlp,13211,3,3,1.570649862659985e-05,9.52170248743282e-06,0.00011793700120094133,0.7175373195512808,0.0024898576992468803,0.01083268851448166,0.2689969690326757
10,mlp,12549,3,3,1.4103193437558791e-06,3.0542589623225723e-06,2.0178972956374832e-05,0.9153495578465658,0.0011760095070610674,0.0023604582248105636,0.08108933087030007
10,mlp,10682,3,3,5.115076864336535e-10,8.415304074917109e-08,6.175528038403477e-08,0.9997040119415632,2.0836031026517193e-05,0.00015699182350494063,0.00011801378407648189
10,mlp,2639,0,0,0.9998720962076515,4.757394995206544e-06,7.010757961626014e-05,1.5748292087235774e-09,1.5989196720960578e-06,5.1119536277204945e-05,3.1878695886172737e-07
10,mlp,11764,3,3,1.6385567799032628e-07,1.0379005988871951e-06,9.078951996173535e-07,0.9955695609917956,0.000981693895082109,0.00011613281775419974,0.0033305026438917537
10,mlp,10311,3,3,1.4957297577971832e-09,5.5952763775396676e-08,1.9756970375840774e-08,0.9998082537526691,5.2191462625933e-05,6.161660782252198e-06,0.00013331591845867585
10,mlp,1606,5,5,1.2162225975442248e-06,2.3000025225344312e-06,1.6789443477979546e-06,8.327469338735372e-06,3.593873023672417e-07,0.9999794179805859,6.699993305128122e-06
10,mlp,10888,3,3,2.4944087819986367e-08,4.171078755178184e-07,2.2640889306174913e-07,0.9986446284758933,0.00019008152835202038,4.0636077259041004e-05,0.0011239854576392456
10,mlp,13206,3,3,3.7302487138766394e-05,9.433912056532884e-06,9.572889377038214e-05,0.61031499400992,0.0032197969968772444,0.0034871072681781717,0.3828356364320589
10,mlp,1755,5,5,8.558995418837052e-06,1.4495446668011329e-05,0.00015408393124527025,0.0003038388325029715,1.526995593368951e-05,0.9973952172181751,0.002108535620056082
10,mlp,8677,6,6,0.006549220604126221,4.129047355957593e-06,0.00022919192606244847,0.012548150342887974,0.003015015586297385,0.0033454463463242923,0.9743088461469456
10,mlp,6761,4,4,5.664195575057782e-07,3.977870650634467e-08,3.0472094895804253e-05,5.406995452365349e-07,0.9991939296726791,2.617893793121936e-06,0.0007718334408228705
10,mlp,10611,3,3,2.912551529768057e-06,3.0585241557529784e-08,8.0796032098033e-10,0.9985058933346673,5.134833424444385e-05,0.0005992202479575804,0.0008405941383990485
10,mlp,13061,3,3,1.332185987834128e-06,2.25766740508821e-06,2.071450163361057e-05,0.9510713654146092,0.001503746637994339,0.003812030281591019,0.04358855331077868
