Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4
69471,1069.638,399.1002454599944,225.00578177096392,1.7737332895127258,0.8259232156274298,71088,297.4108680130847,0.7073863636363636,0.9772535449020932,0.7630267573835948,0.7452034204346213,0.0057448467052438,0.0010928424737747,0.5553281378274588,0.9850040046676748
82877,1162.581,391.8170128327914,270.83614431193115,1.446693955226015,0.7226336740754212,84171,324.8419211693837,0.8259864257452385,0.9846265340794336,0.7705440015921237,0.8290653813646691,0.0047276930008662,0.0013777935716348,0.6873494065773443,0.9943842316236324
65042,1023.506,419.2028581371172,198.96277411407928,2.1069411602431662,0.8801898884673471,65748,287.77429779023777,0.7834025895814514,0.9892620307842064,0.7802305753046068,0.6864798085324828,0.0064451102078213,0.0008829196491023,0.4712545275227942,0.9929055609887212
41315,758.9200000000001,287.43826773864384,183.44758049410808,1.5668686769508835,0.7698576976439441,41704,229.3553831736531,0.7919302281004409,0.9906723575676194,0.9014167525289134,0.7979291865973699,0.0069572375103145,0.001739698529487,0.6366909868239404,0.99761116415138
91088,1168.645,459.30072919119823,253.95048643323184,1.808623151867664,0.8332431185106426,91799,340.55373093072484,0.789050589050589,0.9922548175906056,0.838119258122995,0.7414613330364619,0.0050423846081942,0.0009400907116102,0.549764908388207,0.9943175413953166
40320,744.0089999999999,282.373474140602,182.17502072089303,1.5500120325125206,0.7640506342875322,40675,226.5767385318311,0.8102568224749809,0.9912722802704363,0.9153222285479828,0.8024009309706333,0.0070033103705506,0.0017908072008421,0.6438472540225392,0.9979709908350808
66234,1006.478,398.0848250398197,213.51249850679187,1.8644567780520656,0.8439961367789715,67144,290.3992906430537,0.7638212975990036,0.9864470391993329,0.821641326491147,0.7294909837721284,0.006010279086871,0.0010499149404352,0.5321570954048277,0.9921839035160308
39404,715.2469999999998,251.81761149922687,199.49282334100664,1.262289075275545,0.6102465412094445,39719,223.98823857681532,0.7890584324562457,0.992069286739344,0.9679169264002964,0.8894859944198265,0.0063906611384434,0.0024676411818154,0.7911853342690277,0.9987046039660236
25730,602.505,220.8064386760724,149.0596422245089,1.4813294556517231,0.7377543462878763,26113,180.99849028662013,0.7970139082489236,0.9853329759123808,0.8906936160359707,0.8197156358839185,0.0085816727040836,0.0023900367928258,0.671933723712577,0.9953552171811868
62128,937.5399999999998,354.1882333352443,224.65424547072337,1.576592655051345,0.7731040282471973,62849,281.2540247450802,0.73581732477438,0.9885280593167752,0.8882140228904365,0.7940806561997478,0.0057009437505672,0.0013982505076143,0.6305640885506221,0.9941427105480566
27285,612.0029999999999,227.46044761831612,153.2213987297227,1.484521414789775,0.739079903955306,27594,186.38760950797916,0.7385102582146917,0.9888019134594476,0.9154333288835692,0.8194286587386912,0.00833646500342,0.0023184956732028,0.6714633267622905,0.9968016878246044
53032,941.666,368.5543167395168,188.2721868141805,1.9575611404740836,0.8596759695259395,55428,259.85080245478395,0.7592377843634125,0.9567727502345384,0.7515434430541668,0.7050542909213536,0.0069496590122853,0.0010593354334235,0.4971015531466127,0.9731066833091212
