seed,model_name,display_name,input_type,explainer_type,sample_id,row_index,selection_seed,selection_group,selected_from_model,true_label,true_class_name,explained_predicted_label,explained_predicted_class_name,feature_rank,feature,shap_value,abs_shap_value,original_feature_value,model_input_feature_value
7,decision_tree,Decision Tree,unscaled,tree,2573,192,1,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,1,roundness,0.30229312708365524,0.30229312708365524,0.9045325908282456,0.9045325908282456
7,decision_tree,Decision Tree,unscaled,tree,2573,192,1,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,2,MajorAxisLength,0.2115206653752996,0.2115206653752996,359.95047767229994,359.95047767229994
7,decision_tree,Decision Tree,unscaled,tree,2573,192,1,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,3,Perimeter,0.18329230122599516,0.18329230122599516,969.983,969.983
7,decision_tree,Decision Tree,unscaled,tree,2573,192,1,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,4,MinorAxisLength,0.18206364678961115,0.18206364678961115,240.5130294492974,240.5130294492974
7,decision_tree,Decision Tree,unscaled,tree,2573,192,1,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,5,Compactness,-0.05279185623557072,0.05279185623557072,0.8157998208436024,0.8157998208436024
7,decision_tree,Decision Tree,unscaled,tree,2590,960,1,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,1,MajorAxisLength,0.22823940607126636,0.22823940607126636,386.98786978852297,386.98786978852297
7,decision_tree,Decision Tree,unscaled,tree,2590,960,1,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,2,Perimeter,0.21604901320642694,0.21604901320642694,993.761,993.761
7,decision_tree,Decision Tree,unscaled,tree,2590,960,1,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,3,MinorAxisLength,0.11991485421629844,0.11991485421629844,224.32314119220808,224.32314119220808
7,decision_tree,Decision Tree,unscaled,tree,2590,960,1,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,4,Solidity,0.11761646220207103,0.11761646220207103,0.9911111111111112,0.9911111111111112
7,decision_tree,Decision Tree,unscaled,tree,2590,960,1,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,5,roundness,0.09724698327577157,0.09724698327577157,0.8654673100101826,0.8654673100101826
7,decision_tree,Decision Tree,unscaled,tree,2591,66,1,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,1,MajorAxisLength,0.24340128333105396,0.24340128333105396,380.5696407327228,380.5696407327228
7,decision_tree,Decision Tree,unscaled,tree,2591,66,1,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,2,Perimeter,0.24287167496446896,0.24287167496446896,1011.261,1011.261
7,decision_tree,Decision Tree,unscaled,tree,2591,66,1,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,3,ShapeFactor4,0.1270095151742589,0.1270095151742589,0.9880679024330704,0.9880679024330704
7,decision_tree,Decision Tree,unscaled,tree,2591,66,1,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,4,MinorAxisLength,0.1219350362382794,0.1219350362382794,230.3304483927484,230.3304483927484
7,decision_tree,Decision Tree,unscaled,tree,2591,66,1,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,5,roundness,0.07247542445360386,0.07247542445360386,0.8358830384499509,0.8358830384499509
7,decision_tree,Decision Tree,unscaled,tree,2668,479,1,barbunya_predicted_as_cali,random_forest,0,BARBUNYA,0,BARBUNYA,1,ShapeFactor4,0.23523104277275297,0.23523104277275297,0.9966797594380294,0.9966797594380294
7,decision_tree,Decision Tree,unscaled,tree,2668,479,1,barbunya_predicted_as_cali,random_forest,0,BARBUNYA,0,BARBUNYA,2,Extent,0.15108351354224558,0.15108351354224558,0.7035892849884151,0.7035892849884151
7,decision_tree,Decision Tree,unscaled,tree,2668,479,1,barbunya_predicted_as_cali,random_forest,0,BARBUNYA,0,BARBUNYA,3,Perimeter,0.1498983431117299,0.1498983431117299,1003.29,1003.29
7,decision_tree,Decision Tree,unscaled,tree,2668,479,1,barbunya_predicted_as_cali,random_forest,0,BARBUNYA,0,BARBUNYA,4,ShapeFactor3,0.14989692066632906,0.14989692066632906,0.6108612974698746,0.6108612974698746
7,decision_tree,Decision Tree,unscaled,tree,2668,479,1,barbunya_predicted_as_cali,random_forest,0,BARBUNYA,0,BARBUNYA,5,MajorAxisLength,0.14958367150438132,0.14958367150438132,379.8828948294386,379.8828948294386
7,decision_tree,Decision Tree,unscaled,tree,2790,126,1,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,0,BARBUNYA,1,Perimeter,0.31657668035316355,0.31657668035316355,1005.7759999999998,1005.7759999999998
7,decision_tree,Decision Tree,unscaled,tree,2790,126,1,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,0,BARBUNYA,2,Compactness,0.2379726528834105,0.2379726528834105,0.804808664178152,0.804808664178152
7,decision_tree,Decision Tree,unscaled,tree,2790,126,1,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,0,BARBUNYA,3,MinorAxisLength,0.1817379968876934,0.1817379968876934,244.4125876142546,244.4125876142546
7,decision_tree,Decision Tree,unscaled,tree,2790,126,1,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,0,BARBUNYA,4,MajorAxisLength,0.17815744367371983,0.17815744367371983,374.7846255158424,374.7846255158424
7,decision_tree,Decision Tree,unscaled,tree,2790,126,1,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,0,BARBUNYA,5,roundness,-0.1052261972164607,0.1052261972164607,0.8876587307353914,0.8876587307353914
7,decision_tree,Decision Tree,unscaled,tree,2883,553,1,barbunya_predicted_as_cali,mlp,0,BARBUNYA,2,CALI,1,roundness,0.2904477018463369,0.2904477018463369,0.8680784148896584,0.8680784148896584
7,decision_tree,Decision Tree,unscaled,tree,2883,553,1,barbunya_predicted_as_cali,mlp,0,BARBUNYA,2,CALI,2,Perimeter,0.2043996372976482,0.2043996372976482,1028.668,1028.668
7,decision_tree,Decision Tree,unscaled,tree,2883,553,1,barbunya_predicted_as_cali,mlp,0,BARBUNYA,2,CALI,3,MajorAxisLength,0.20174993315696255,0.20174993315696255,376.5884966121909,376.5884966121909
7,decision_tree,Decision Tree,unscaled,tree,2883,553,1,barbunya_predicted_as_cali,mlp,0,BARBUNYA,2,CALI,4,MinorAxisLength,0.12326658193585148,0.12326658193585148,249.01087878501625,249.01087878501625
7,decision_tree,Decision Tree,unscaled,tree,2883,553,1,barbunya_predicted_as_cali,mlp,0,BARBUNYA,2,CALI,5,ShapeFactor4,0.09157132095839517,0.09157132095839517,0.9924857985408702,0.9924857985408702
7,decision_tree,Decision Tree,unscaled,tree,3330,895,1,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,1,roundness,0.20168844258195354,0.20168844258195354,0.8564357096222179,0.8564357096222179
7,decision_tree,Decision Tree,unscaled,tree,3330,895,1,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,2,MajorAxisLength,0.195399043715931,0.195399043715931,442.9813402096897,442.9813402096897
7,decision_tree,Decision Tree,unscaled,tree,3330,895,1,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,3,Perimeter,0.1806785279709826,0.1806785279709826,1170.4599999999998,1170.4599999999998
7,decision_tree,Decision Tree,unscaled,tree,3330,895,1,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,4,ShapeFactor2,0.1798949577677461,0.1798949577677461,0.0010740926824468,0.0010740926824468
7,decision_tree,Decision Tree,unscaled,tree,3330,895,1,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,5,Compactness,0.12449220859842887,0.12449220859842887,0.7783387536604093,0.7783387536604093
7,decision_tree,Decision Tree,unscaled,tree,3750,1642,1,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,1,MinorAxisLength,0.567574836829334,0.567574836829334,384.8905253825387,384.8905253825387
7,decision_tree,Decision Tree,unscaled,tree,3750,1642,1,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,2,MajorAxisLength,0.20462526929950492,0.20462526929950492,630.1989919647748,630.1989919647748
7,decision_tree,Decision Tree,unscaled,tree,3750,1642,1,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,3,Perimeter,0.1927141725157575,0.1927141725157575,1655.013,1655.013
7,decision_tree,Decision Tree,unscaled,tree,3750,1642,1,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,4,ShapeFactor3,-0.0044223413434436865,0.0044223413434436865,0.6055626467621192,0.6055626467621192
7,decision_tree,Decision Tree,unscaled,tree,3750,1642,1,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,5,roundness,0.0009258216059914702,0.0009258216059914702,0.8665854905614091,0.8665854905614091
7,decision_tree,Decision Tree,unscaled,tree,3869,806,1,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,1,MinorAxisLength,0.567574836829334,0.567574836829334,450.926186722595,450.926186722595
7,decision_tree,Decision Tree,unscaled,tree,3869,806,1,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,2,MajorAxisLength,0.20462526929950492,0.20462526929950492,719.1256903918719,719.1256903918719
