model_name,display_name,input_type,sample_id,row_index,selection_group,selected_from_model,true_label,true_class_name,explained_predicted_label,explained_predicted_class_name,feature_rank,feature_index,feature,lime_weight,abs_lime_weight,original_feature_value,model_input_feature_value,lime_rule
logistic_regression,Logistic Regression,scaled,2573,192,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,1,12,ShapeFactor1,0.16718640965316306,0.16718640965316306,0.005314961869829,-1.1050931589179638,ShapeFactor1 <= -0.59
logistic_regression,Logistic Regression,scaled,2573,192,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,2,7,EquivDiameter,0.1276675069663955,0.1276675069663955,293.6475351976314,0.6863912857027362,EquivDiameter > 0.45
logistic_regression,Logistic Regression,scaled,2573,192,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,3,3,MinorAxisLength,0.04372500297281795,0.04372500297281795,240.5130294492974,0.8477767819176024,MinorAxisLength > 0.33
logistic_regression,Logistic Regression,scaled,2573,192,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,4,10,roundness,0.021292143112940195,0.021292143112940195,0.9045325908282456,0.5183217787978041,0.16 < roundness <= 0.73
logistic_regression,Logistic Regression,scaled,2573,192,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,5,13,ShapeFactor2,0.018538236105536378,0.018538236105536378,0.0014521595602311,-0.4494768743905221,-0.94 < ShapeFactor2 <= -0.04
logistic_regression,Logistic Regression,scaled,2590,960,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,1,12,ShapeFactor1,0.18977420744050524,0.18977420744050524,0.0056897429947588,-0.7730868874382189,ShapeFactor1 <= -0.59
logistic_regression,Logistic Regression,scaled,2590,960,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,2,2,MajorAxisLength,0.11241914453648803,0.11241914453648803,386.98786978852297,0.7839859399786914,MajorAxisLength > 0.65
logistic_regression,Logistic Regression,scaled,2590,960,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,3,7,EquivDiameter,0.10601258689435653,0.10601258689435653,294.27773893919004,0.69702382437514,EquivDiameter > 0.45
logistic_regression,Logistic Regression,scaled,2590,960,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,4,3,MinorAxisLength,0.06374523791052508,0.06374523791052508,224.32314119220808,0.4883708909454604,MinorAxisLength > 0.33
logistic_regression,Logistic Regression,scaled,2590,960,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,5,1,Perimeter,0.050852581597827816,0.050852581597827816,993.761,0.6486799195976463,Perimeter > 0.57
logistic_regression,Logistic Regression,scaled,2591,66,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,1,12,ShapeFactor1,0.18166193969167177,0.18166193969167177,0.0055946377856745,-0.857337464017534,ShapeFactor1 <= -0.59
logistic_regression,Logistic Regression,scaled,2591,66,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,2,2,MajorAxisLength,0.12454258723552199,0.12454258723552199,380.5696407327228,0.7091096027792653,MajorAxisLength > 0.65
logistic_regression,Logistic Regression,scaled,2591,66,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,3,7,EquivDiameter,0.10656663885076924,0.10656663885076924,294.29720826243783,0.6973523027999835,EquivDiameter > 0.45
logistic_regression,Logistic Regression,scaled,2591,66,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,4,15,ShapeFactor4,0.09077750774179726,0.09077750774179726,0.9880679024330704,-1.603589852677381,ShapeFactor4 <= -0.31
logistic_regression,Logistic Regression,scaled,2591,66,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,5,3,MinorAxisLength,0.07064747526228428,0.07064747526228428,230.3304483927484,0.6217295381744266,MinorAxisLength > 0.33
logistic_regression,Logistic Regression,scaled,2790,126,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,1,12,ShapeFactor1,0.17381663989488014,0.17381663989488014,0.0052449706884774,-1.1670960443657297,ShapeFactor1 <= -0.59
logistic_regression,Logistic Regression,scaled,2790,126,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,2,7,EquivDiameter,0.0942779468739268,0.0942779468739268,301.6299138159141,0.8210666990012154,EquivDiameter > 0.45
