seed,model_name,display_name,input_type,explainer_type,sample_id,row_index,selection_seed,selection_group,selected_from_model,true_label,true_class_name,explained_predicted_label,explained_predicted_class_name,feature_rank,feature,shap_value,abs_shap_value,original_feature_value,model_input_feature_value
10,mlp,MLP,scaled,kernel,2573,192,1,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,1,roundness,0.18861367968624307,0.18861367968624307,0.9045325908282456,0.5183217787978041
10,mlp,MLP,scaled,kernel,2573,192,1,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,2,ShapeFactor1,0.115237245649985,0.115237245649985,0.005314961869829,-1.1050931589179638
10,mlp,MLP,scaled,kernel,2573,192,1,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,3,EquivDiameter,0.08140114852685332,0.08140114852685332,293.6475351976314,0.6863912857027362
10,mlp,MLP,scaled,kernel,2573,192,1,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,4,MinorAxisLength,0.07247760844923637,0.07247760844923637,240.5130294492974,0.8477767819176024
10,mlp,MLP,scaled,kernel,2573,192,1,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,5,Area,0.05656833472867315,0.05656833472867315,67724.0,0.5009955793845304
10,mlp,MLP,scaled,kernel,2590,960,1,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,1,ShapeFactor1,0.1280178064405982,0.1280178064405982,0.0056897429947588,-0.7730868874382189
10,mlp,MLP,scaled,kernel,2590,960,1,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,2,Solidity,0.10404681783764276,0.10404681783764276,0.9911111111111112,0.8486606381606353
10,mlp,MLP,scaled,kernel,2590,960,1,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,3,EquivDiameter,0.08233725968210426,0.08233725968210426,294.27773893919004,0.69702382437514
10,mlp,MLP,scaled,kernel,2590,960,1,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,4,MajorAxisLength,0.07658719480963296,0.07658719480963296,386.98786978852297,0.7839859399786914
10,mlp,MLP,scaled,kernel,2590,960,1,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,5,roundness,0.07207186465459481,0.07207186465459481,0.8654673100101826,-0.1419657532120657
10,mlp,MLP,scaled,kernel,2591,66,1,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,1,ShapeFactor4,0.14980266420469637,0.14980266420469637,0.9880679024330704,-1.603589852677381
10,mlp,MLP,scaled,kernel,2591,66,1,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,2,ShapeFactor1,0.12070409150004045,0.12070409150004045,0.0055946377856745,-0.857337464017534
10,mlp,MLP,scaled,kernel,2591,66,1,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,3,MajorAxisLength,0.09383742317592239,0.09383742317592239,380.5696407327228,0.7091096027792653
10,mlp,MLP,scaled,kernel,2591,66,1,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,4,AspectRation,0.0870736175470365,0.0870736175470365,1.6522767327912884,0.2913080952736757
10,mlp,MLP,scaled,kernel,2591,66,1,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,5,ShapeFactor3,0.07525768281497212,0.07525768281497212,0.5980038832622602,-0.4705300341422669
10,mlp,MLP,scaled,kernel,2668,479,1,barbunya_predicted_as_cali,random_forest,0,BARBUNYA,2,CALI,1,roundness,0.1109777245397431,0.1109777245397431,0.8643484671476966,-0.1608766115729287
10,mlp,MLP,scaled,kernel,2668,479,1,barbunya_predicted_as_cali,random_forest,0,BARBUNYA,2,CALI,2,ShapeFactor1,0.10361834726625783,0.10361834726625783,0.0054867828128349,-0.9528826369494204
10,mlp,MLP,scaled,kernel,2668,479,1,barbunya_predicted_as_cali,random_forest,0,BARBUNYA,2,CALI,3,AspectRation,0.0935772038448414,0.0935772038448414,1.631597489587531,0.2069673498139596
10,mlp,MLP,scaled,kernel,2668,479,1,barbunya_predicted_as_cali,random_forest,0,BARBUNYA,2,CALI,4,Solidity,0.07256098741593027,0.07256098741593027,0.9902740431374792,0.6692073373902208
10,mlp,MLP,scaled,kernel,2668,479,1,barbunya_predicted_as_cali,random_forest,0,BARBUNYA,2,CALI,5,ConvexArea,0.06371877198224883,0.06371877198224883,69916.0,0.5429184579232582
10,mlp,MLP,scaled,kernel,2790,126,1,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,1,roundness,0.17795586836602792,0.17795586836602792,0.8876587307353914,0.2331171366481719
10,mlp,MLP,scaled,kernel,2790,126,1,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,2,ShapeFactor1,0.11152690110312866,0.11152690110312866,0.0052449706884774,-1.1670960443657297
10,mlp,MLP,scaled,kernel,2790,126,1,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,3,MinorAxisLength,0.08857212206204111,0.08857212206204111,244.4125876142546,0.9343446540621446
10,mlp,MLP,scaled,kernel,2790,126,1,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,4,ShapeFactor4,0.08101212553020967,0.08101212553020967,0.9932154901836944,-0.4241209515490035
10,mlp,MLP,scaled,kernel,2790,126,1,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,5,Solidity,0.056933179885661184,0.056933179885661184,0.9888461432011292,0.3630895968725806
10,mlp,MLP,scaled,kernel,2883,553,1,barbunya_predicted_as_cali,mlp,0,BARBUNYA,2,CALI,1,ShapeFactor1,0.13857841517047872,0.13857841517047872,0.0051519008524589,-1.2495435508924289
10,mlp,MLP,scaled,kernel,2883,553,1,barbunya_predicted_as_cali,mlp,0,BARBUNYA,2,CALI,2,roundness,0.10670722893777637,0.10670722893777637,0.8680784148896584,-0.09783244710024
10,mlp,MLP,scaled,kernel,2883,553,1,barbunya_predicted_as_cali,mlp,0,BARBUNYA,2,CALI,3,MajorAxisLength,0.09585385695103513,0.09585385695103513,376.5884966121909,0.6626647833412505
10,mlp,MLP,scaled,kernel,2883,553,1,barbunya_predicted_as_cali,mlp,0,BARBUNYA,2,CALI,4,Extent,0.06064347839892297,0.06064347839892297,0.731606497652958,-0.374622944284449
10,mlp,MLP,scaled,kernel,2883,553,1,barbunya_predicted_as_cali,mlp,0,BARBUNYA,2,CALI,5,ShapeFactor4,0.05950760868732576,0.05950760868732576,0.9924857985408702,-0.5913154981636026
10,mlp,MLP,scaled,kernel,3330,895,1,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,1,ShapeFactor1,0.18547816557256,0.18547816557256,0.0047444664147212,-1.610476318173805
10,mlp,MLP,scaled,kernel,3330,895,1,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,2,MajorAxisLength,0.14808375187348563,0.14808375187348563,442.9813402096897,1.4372169069278256
10,mlp,MLP,scaled,kernel,3330,895,1,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,3,ShapeFactor4,-0.130107142551788,0.130107142551788,0.997350170071718,0.523259953896213
10,mlp,MLP,scaled,kernel,3330,895,1,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,4,ShapeFactor2,0.10674957893402122,0.10674957893402122,0.0010740926824468,-1.0837503984893089
10,mlp,MLP,scaled,kernel,3330,895,1,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,5,Perimeter,-0.05111590980542635,0.05111590980542635,1170.4599999999998,1.472551295181417
10,mlp,MLP,scaled,kernel,3750,1642,1,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,1,ConvexArea,0.3725228633834792,0.3725228633834792,191255.0,4.614467936921917
10,mlp,MLP,scaled,kernel,3750,1642,1,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,2,Area,0.25175401406881487,0.25175401406881487,188888.0,4.6286066232534
10,mlp,MLP,scaled,kernel,3750,1642,1,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,3,MajorAxisLength,0.18863785181174553,0.18863785181174553,630.1989919647748,3.62133528298208
10,mlp,MLP,scaled,kernel,3750,1642,1,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,4,MinorAxisLength,0.13687582084532482,0.13687582084532482,384.8905253825387,4.052871328477645
10,mlp,MLP,scaled,kernel,3750,1642,1,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,5,ShapeFactor1,-0.09448537749661237,0.09448537749661237,0.0033363633050525,-2.8578685484727733
10,mlp,MLP,scaled,kernel,3869,806,1,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,1,Area,0.36459759543083503,0.36459759543083503,251432.0,6.759250256079441
10,mlp,MLP,scaled,kernel,3869,806,1,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,2,ConvexArea,0.33108673024281404,0.33108673024281404,257425.0,6.834812830363772
10,mlp,MLP,scaled,kernel,3869,806,1,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,3,MinorAxisLength,0.1805871460688651,0.1805871460688651,450.926186722595,5.518823737967868
10,mlp,MLP,scaled,kernel,3869,806,1,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,4,EquivDiameter,0.13584359871413312,0.13584359871413312,565.8031152369625,5.278088444659286
10,mlp,MLP,scaled,kernel,3869,806,1,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,5,ShapeFactor2,-0.10036533551328787,0.10036533551328787,0.0006760925307692,-1.7514654870891335
10,mlp,MLP,scaled,kernel,10986,2688,1,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,1,ShapeFactor1,0.2705882873556557,0.2705882873556557,0.0082514737927259,1.496266167433999
10,mlp,MLP,scaled,kernel,10986,2688,1,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,2,MinorAxisLength,0.11856202075614855,0.11856202075614855,155.6394161022519,-1.0363669589548954
10,mlp,MLP,scaled,kernel,10986,2688,1,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,3,Perimeter,0.11063393843167266,0.11063393843167266,637.9269999999999,-1.010420850975338
10,mlp,MLP,scaled,kernel,10986,2688,1,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,4,MajorAxisLength,0.076411466137515,0.076411466137515,239.3587517793939,-0.9382847244682192
10,mlp,MLP,scaled,kernel,10986,2688,1,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,5,EquivDiameter,0.04978102354685352,0.04978102354685352,192.18255049217552,-1.0254842596683391
10,mlp,MLP,scaled,kernel,11387,453,1,correct_dermason,random_forest,3,DERMASON,3,DERMASON,1,ShapeFactor1,0.2248900230142719,0.2248900230142719,0.0081357126885662,1.3937172128097794
10,mlp,MLP,scaled,kernel,11387,453,1,correct_dermason,random_forest,3,DERMASON,3,DERMASON,2,Perimeter,0.08412676144927071,0.08412676144927071,655.5609999999999,-0.9282010996635354
10,mlp,MLP,scaled,kernel,11387,453,1,correct_dermason,random_forest,3,DERMASON,3,DERMASON,3,MinorAxisLength,0.08198908408734483,0.08198908408734483,156.8459450123447,-1.00958273468913
10,mlp,MLP,scaled,kernel,11387,453,1,correct_dermason,random_forest,3,DERMASON,3,DERMASON,4,ShapeFactor2,0.08138927767082142,0.08138927767082142,0.0020000450416659,0.4696971541539116
10,mlp,MLP,scaled,kernel,11387,453,1,correct_dermason,random_forest,3,DERMASON,3,DERMASON,5,Eccentricity,0.06497436175782245,0.06497436175782245,0.7744051503502714,0.2630328369801866
10,mlp,MLP,scaled,kernel,11479,946,1,correct_dermason,mlp,3,DERMASON,3,DERMASON,1,ShapeFactor1,0.1720457437896315,0.1720457437896315,0.0076354991574007,0.950594498299858
10,mlp,MLP,scaled,kernel,11479,946,1,correct_dermason,mlp,3,DERMASON,3,DERMASON,2,ShapeFactor2,0.12659024910145603,0.12659024910145603,0.0023620393335764,1.0770060953109155
10,mlp,MLP,scaled,kernel,11479,946,1,correct_dermason,mlp,3,DERMASON,3,DERMASON,3,Perimeter,0.09673201981172705,0.09673201981172705,651.896,-0.9452894170366642
10,mlp,MLP,scaled,kernel,11479,946,1,correct_dermason,mlp,3,DERMASON,3,DERMASON,4,EquivDiameter,0.058944827894748086,0.058944827894748086,198.15507644289028,-0.9247182550333142
10,mlp,MLP,scaled,kernel,11479,946,1,correct_dermason,mlp,3,DERMASON,3,DERMASON,5,roundness,0.05880093175567253,0.05880093175567253,0.9119132342630198,0.6430705771204986
10,mlp,MLP,scaled,kernel,11538,2056,1,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,1,ShapeFactor1,0.14585748676453997,0.14585748676453997,0.0076155892580419,0.9329569733234064
10,mlp,MLP,scaled,kernel,11538,2056,1,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,2,ShapeFactor2,0.09326633695334909,0.09326633695334909,0.0023520030785423,1.0601685165033252
10,mlp,MLP,scaled,kernel,11538,2056,1,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,3,EquivDiameter,0.09191508375699449,0.09191508375699449,198.7549499130856,-0.9145974362412423
10,mlp,MLP,scaled,kernel,11538,2056,1,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,4,roundness,0.08552571876796385,0.08552571876796385,0.92716539342989,0.9008649746833056
10,mlp,MLP,scaled,kernel,11538,2056,1,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,5,Eccentricity,0.07264152811666053,0.07264152811666053,0.7046890815451196,-0.4956757614870847
10,mlp,MLP,scaled,kernel,11655,859,1,correct_dermason,random_forest,3,DERMASON,3,DERMASON,1,ShapeFactor1,0.147682477051556,0.147682477051556,0.0075027995115829,0.8330402467539655
10,mlp,MLP,scaled,kernel,11655,859,1,correct_dermason,random_forest,3,DERMASON,3,DERMASON,2,ShapeFactor2,0.12108553546100273,0.12108553546100273,0.0023871204278869,1.11908403181201
10,mlp,MLP,scaled,kernel,11655,859,1,correct_dermason,random_forest,3,DERMASON,3,DERMASON,3,Perimeter,0.11013040245057802,0.11013040245057802,650.262,-0.9529080556690498
10,mlp,MLP,scaled,kernel,11655,859,1,correct_dermason,random_forest,3,DERMASON,3,DERMASON,4,roundness,0.09998657843120738,0.09998657843120738,0.9359678608914328,1.049645666747136
10,mlp,MLP,scaled,kernel,11655,859,1,correct_dermason,random_forest,3,DERMASON,3,DERMASON,5,EquivDiameter,0.06354236901958164,0.06354236901958164,200.2483613463272,-0.889401211955936
10,mlp,MLP,scaled,kernel,11678,1622,1,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,1,ShapeFactor1,0.19407357471249942,0.19407357471249942,0.0076984778700661,1.0063852683888008
10,mlp,MLP,scaled,kernel,11678,1622,1,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,2,ShapeFactor2,0.17383754057097633,0.17383754057097633,0.0022007284570944,0.806378795978768
10,mlp,MLP,scaled,kernel,11678,1622,1,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,3,Perimeter,0.08075090264648763,0.08075090264648763,656.453,-0.9240420876316576
10,mlp,MLP,scaled,kernel,11678,1622,1,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,4,MajorAxisLength,0.07362774636129271,0.07362774636129271,242.94856462354684,-0.8964052535635905
