seed,model_name,display_name,input_type,explainer_type,feature,mean_abs_shap,rank
5,decision_tree,Decision Tree,unscaled,tree,MajorAxisLength,0.08218993315372874,1
5,decision_tree,Decision Tree,unscaled,tree,Perimeter,0.07773147615973577,2
5,decision_tree,Decision Tree,unscaled,tree,ShapeFactor1,0.04846750231972494,3
5,decision_tree,Decision Tree,unscaled,tree,ShapeFactor3,0.0362236754439491,4
5,decision_tree,Decision Tree,unscaled,tree,roundness,0.028865643694063036,5
5,decision_tree,Decision Tree,unscaled,tree,Compactness,0.0288426806618645,6
5,decision_tree,Decision Tree,unscaled,tree,MinorAxisLength,0.025504525663086964,7
5,decision_tree,Decision Tree,unscaled,tree,ShapeFactor4,0.02270762039985875,8
5,decision_tree,Decision Tree,unscaled,tree,Extent,0.01152916702144908,9
5,decision_tree,Decision Tree,unscaled,tree,Solidity,0.010895022540015677,10
5,decision_tree,Decision Tree,unscaled,tree,EquivDiameter,0.010573541353221501,11
5,decision_tree,Decision Tree,unscaled,tree,ConvexArea,0.00845344934786404,12
5,decision_tree,Decision Tree,unscaled,tree,ShapeFactor2,0.00632431660145135,13
5,decision_tree,Decision Tree,unscaled,tree,Area,0.0044355906632534735,14
5,decision_tree,Decision Tree,unscaled,tree,Eccentricity,0.003532081258643739,15
5,decision_tree,Decision Tree,unscaled,tree,AspectRation,0.0009442927423975944,16
