seed,model_name,display_name,input_type,explainer_type,feature,mean_abs_shap,rank
6,decision_tree,Decision Tree,unscaled,tree,MajorAxisLength,0.08283569691505754,1
6,decision_tree,Decision Tree,unscaled,tree,Perimeter,0.076233254067924,2
6,decision_tree,Decision Tree,unscaled,tree,Compactness,0.054772161403871866,3
6,decision_tree,Decision Tree,unscaled,tree,MinorAxisLength,0.03593094708828487,4
6,decision_tree,Decision Tree,unscaled,tree,ShapeFactor1,0.0357675079585878,5
6,decision_tree,Decision Tree,unscaled,tree,roundness,0.029398827216361653,6
6,decision_tree,Decision Tree,unscaled,tree,ShapeFactor4,0.02525593954481717,7
6,decision_tree,Decision Tree,unscaled,tree,Solidity,0.012144408964991422,8
6,decision_tree,Decision Tree,unscaled,tree,Extent,0.010268290502557577,9
6,decision_tree,Decision Tree,unscaled,tree,ConvexArea,0.008856361772257355,10
6,decision_tree,Decision Tree,unscaled,tree,ShapeFactor3,0.0078110022051556035,11
6,decision_tree,Decision Tree,unscaled,tree,Area,0.007612604379419136,12
6,decision_tree,Decision Tree,unscaled,tree,EquivDiameter,0.005642836363094806,13
6,decision_tree,Decision Tree,unscaled,tree,AspectRation,0.005579067782736375,14
6,decision_tree,Decision Tree,unscaled,tree,ShapeFactor2,0.0038207335237582496,15
6,decision_tree,Decision Tree,unscaled,tree,Eccentricity,0.0011074061384321252,16
