seed,model_name,display_name,input_type,explainer_type,feature,mean_abs_shap,rank
1,decision_tree,Decision Tree,unscaled,tree,MajorAxisLength,0.08557696956289221,1
1,decision_tree,Decision Tree,unscaled,tree,Perimeter,0.07443075883421732,2
1,decision_tree,Decision Tree,unscaled,tree,Compactness,0.04443337478914363,3
1,decision_tree,Decision Tree,unscaled,tree,MinorAxisLength,0.038530755013314516,4
1,decision_tree,Decision Tree,unscaled,tree,ShapeFactor1,0.03431466727277819,5
1,decision_tree,Decision Tree,unscaled,tree,roundness,0.027750214215363323,6
1,decision_tree,Decision Tree,unscaled,tree,ShapeFactor4,0.0235018865296433,7
1,decision_tree,Decision Tree,unscaled,tree,ShapeFactor3,0.01748358669227403,8
1,decision_tree,Decision Tree,unscaled,tree,Solidity,0.012808613186163359,9
1,decision_tree,Decision Tree,unscaled,tree,ConvexArea,0.009835197488935713,10
1,decision_tree,Decision Tree,unscaled,tree,Extent,0.009150617738686235,11
1,decision_tree,Decision Tree,unscaled,tree,Area,0.007484260066131356,12
1,decision_tree,Decision Tree,unscaled,tree,EquivDiameter,0.006962186787938286,13
1,decision_tree,Decision Tree,unscaled,tree,ShapeFactor2,0.006108548386498532,14
1,decision_tree,Decision Tree,unscaled,tree,AspectRation,0.005827231120315507,15
1,decision_tree,Decision Tree,unscaled,tree,Eccentricity,0.0016857201993446828,16
