seed,model_name,display_name,input_type,explainer_type,sample_id,row_index,selection_seed,selection_group,selected_from_model,true_label,true_class_name,explained_predicted_label,explained_predicted_class_name,feature_rank,feature,shap_value,abs_shap_value,original_feature_value,model_input_feature_value
1,mlp,MLP,scaled,kernel,2573,192,1,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,1,roundness,0.15471212797155623,0.15471212797155623,0.9045325908282456,0.5183217787978041
1,mlp,MLP,scaled,kernel,2573,192,1,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,2,ShapeFactor1,0.13357969584838392,0.13357969584838392,0.005314961869829,-1.1050931589179638
1,mlp,MLP,scaled,kernel,2573,192,1,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,3,Solidity,0.09660106674130152,0.09660106674130152,0.9917408622305528,0.9836686908010036
1,mlp,MLP,scaled,kernel,2573,192,1,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,4,MinorAxisLength,0.07403648536140044,0.07403648536140044,240.5130294492974,0.8477767819176024
1,mlp,MLP,scaled,kernel,2573,192,1,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,5,MajorAxisLength,0.06928443805163687,0.06928443805163687,359.95047767229994,0.4685623439233415
1,mlp,MLP,scaled,kernel,2590,960,1,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,1,EquivDiameter,0.12258501540616452,0.12258501540616452,294.27773893919004,0.69702382437514
1,mlp,MLP,scaled,kernel,2590,960,1,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,2,ShapeFactor1,0.10198230462901375,0.10198230462901375,0.0056897429947588,-0.7730868874382189
1,mlp,MLP,scaled,kernel,2590,960,1,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,3,Solidity,0.09915730973883564,0.09915730973883564,0.9911111111111112,0.8486606381606353
1,mlp,MLP,scaled,kernel,2590,960,1,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,4,MinorAxisLength,0.07702941775811624,0.07702941775811624,224.32314119220808,0.4883708909454604
1,mlp,MLP,scaled,kernel,2590,960,1,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,5,Eccentricity,0.07226210728982294,0.07226210728982294,0.8148552227551156,0.7032443731176219
1,mlp,MLP,scaled,kernel,2591,66,1,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,1,ShapeFactor4,0.22162087009658163,0.22162087009658163,0.9880679024330704,-1.603589852677381
1,mlp,MLP,scaled,kernel,2591,66,1,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,2,ShapeFactor3,0.0922764641998879,0.0922764641998879,0.5980038832622602,-0.4705300341422669
1,mlp,MLP,scaled,kernel,2591,66,1,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,3,EquivDiameter,0.08656572325957043,0.08656572325957043,294.29720826243783,0.6973523027999835
1,mlp,MLP,scaled,kernel,2591,66,1,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,4,MinorAxisLength,0.07548454028180329,0.07548454028180329,230.3304483927484,0.6217295381744266
1,mlp,MLP,scaled,kernel,2591,66,1,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,5,MajorAxisLength,0.07085934987688117,0.07085934987688117,380.5696407327228,0.7091096027792653
1,mlp,MLP,scaled,kernel,2668,479,1,barbunya_predicted_as_cali,random_forest,0,BARBUNYA,2,CALI,1,Area,0.08599230919714215,0.08599230919714215,69236.0,0.5525038483285215
1,mlp,MLP,scaled,kernel,2668,479,1,barbunya_predicted_as_cali,random_forest,0,BARBUNYA,2,CALI,2,Solidity,0.08184445645376238,0.08184445645376238,0.9902740431374792,0.6692073373902208
1,mlp,MLP,scaled,kernel,2668,479,1,barbunya_predicted_as_cali,random_forest,0,BARBUNYA,2,CALI,3,ConvexArea,0.07969147288182506,0.07969147288182506,69916.0,0.5429184579232582
1,mlp,MLP,scaled,kernel,2668,479,1,barbunya_predicted_as_cali,random_forest,0,BARBUNYA,2,CALI,4,EquivDiameter,0.06275311088074986,0.06275311088074986,296.9074150628167,0.7413906397977282
1,mlp,MLP,scaled,kernel,2668,479,1,barbunya_predicted_as_cali,random_forest,0,BARBUNYA,2,CALI,5,MajorAxisLength,0.04088490690592941,0.04088490690592941,379.8828948294386,0.7010978884297809
1,mlp,MLP,scaled,kernel,2790,126,1,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,1,roundness,0.17638273864775703,0.17638273864775703,0.8876587307353914,0.2331171366481719
1,mlp,MLP,scaled,kernel,2790,126,1,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,2,MajorAxisLength,0.10448184616925682,0.10448184616925682,374.7846255158424,0.6416204642151777
1,mlp,MLP,scaled,kernel,2790,126,1,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,3,AspectRation,0.09113668800454164,0.09113668800454164,1.533409670811833,-0.1934938154718743
