seed,model_name,display_name,input_type,explainer_type,feature,mean_abs_shap,rank
1,mlp,MLP,scaled,kernel,ShapeFactor1,0.044288894308367195,1
1,mlp,MLP,scaled,kernel,ShapeFactor4,0.028750116065342737,2
1,mlp,MLP,scaled,kernel,AspectRation,0.027035234244435935,3
1,mlp,MLP,scaled,kernel,roundness,0.02648083935747136,4
1,mlp,MLP,scaled,kernel,ShapeFactor2,0.02400727640507302,5
1,mlp,MLP,scaled,kernel,MajorAxisLength,0.02361563514714807,6
1,mlp,MLP,scaled,kernel,ConvexArea,0.02272610137603087,7
1,mlp,MLP,scaled,kernel,Perimeter,0.021319916413480657,8
1,mlp,MLP,scaled,kernel,MinorAxisLength,0.01984954515082231,9
1,mlp,MLP,scaled,kernel,Compactness,0.019418621046083447,10
1,mlp,MLP,scaled,kernel,Eccentricity,0.019417695449209803,11
1,mlp,MLP,scaled,kernel,Area,0.01866122391450323,12
1,mlp,MLP,scaled,kernel,EquivDiameter,0.017035405935217948,13
1,mlp,MLP,scaled,kernel,ShapeFactor3,0.01421545441525536,14
1,mlp,MLP,scaled,kernel,Solidity,0.010146234462432282,15
1,mlp,MLP,scaled,kernel,Extent,0.006615577695921471,16
