seed,model_name,sample_id,true_label,predicted_label,class_0_probability,class_1_probability,class_2_probability,class_3_probability,class_4_probability,class_5_probability,class_6_probability
4,mlp,1223,5,5,1.4950268697089776e-06,5.43586133282032e-08,1.9129567731404787e-06,0.000628895290706364,7.123252605023452e-07,0.9990746454229649,0.000292284618812038
4,mlp,11769,3,3,4.2489138634184826e-08,2.394082207904403e-07,1.7739490319446793e-06,0.9920921124024394,0.0007801725458519609,3.247081865599996e-05,0.007093188386661358
4,mlp,12059,3,3,4.919625689119451e-07,1.0330786926482406e-06,1.5778521710369283e-05,0.9608900764208987,0.0008315280724115612,0.0005539143277277962,0.0377071776159901
4,mlp,7126,4,4,2.5618603156550865e-06,8.778830519964281e-09,0.00017335995020233692,1.8142911858584426e-07,0.9997772158633634,8.123384911263023e-08,4.659088432044145e-05
4,mlp,638,5,5,9.187003770278367e-07,3.4596125264021593e-07,5.453799562142057e-06,0.004138946969340267,2.677008734428365e-06,0.995062806823494,0.000788850737239362
4,mlp,13211,3,3,4.158768668096548e-05,3.634660172204575e-05,0.00037575189147804445,0.7271795473609254,0.0030789231898531296,0.008527018797927895,0.2607608244714124
4,mlp,12549,3,3,3.2256383011754332e-06,6.4952096981882915e-06,5.1109513549947245e-05,0.9046983310544817,0.0017141849009787334,0.0020337641873821688,0.09149288949560791
4,mlp,10682,3,3,3.7246299599245665e-10,4.898864550856112e-09,8.136839611475347e-08,0.9997075829817381,6.0272396444440733e-05,7.727320981427447e-05,0.00015478477227946224
4,mlp,2639,0,0,0.9999359270918186,2.1712996755015126e-06,8.940196520564154e-06,2.765401713861136e-07,5.257565494432183e-06,4.741477912137809e-05,1.2527198079841273e-08
4,mlp,11764,3,3,2.3825510810072543e-08,1.3884470621761877e-07,9.742425331515788e-07,0.9939379790994716,0.0007692494895662888,1.7795345484184682e-05,0.005273839152727668
4,mlp,10311,3,3,7.982491736130692e-11,7.862541528351481e-10,1.8084756448134213e-08,0.999737991329811,8.270037723762246e-05,1.270639193324543e-06,0.00017801870292273307
4,mlp,1606,5,5,1.1987929874850821e-06,3.995371173162565e-08,2.154523244230595e-06,5.085484402820832e-05,1.331737727199718e-07,0.9999073495547921,3.8269157463397995e-05
4,mlp,10888,3,3,1.6940664924001828e-09,8.803370350183542e-09,1.6646153718815012e-07,0.998564873325915,0.00018141610866623074,9.770096377008699e-06,0.0012437635100677788
4,mlp,13206,3,3,2.3843579278120045e-05,7.440790733630827e-06,0.00014622919733316673,0.6471148616223282,0.0036935963432427206,0.001159041162667555,0.3478549873044166
4,mlp,1755,5,5,3.525509245523522e-05,1.1951814316708964e-05,0.0003966355045945866,0.0010372149991717792,1.9322883017551384e-05,0.9901780402593281,0.008321579447116178
4,mlp,8677,6,6,0.0016740479449617236,1.970097003532171e-06,0.00018216334096372505,0.0033638438265213727,0.0007397536631583928,0.0008154862579997577,0.9932227348693916
4,mlp,6761,4,4,6.750067412741053e-07,1.0000697293002916e-10,1.1739353977774133e-06,9.359732255340138e-07,0.9989557243789985,7.355594320049315e-09,0.0010414832500356113
4,mlp,10611,3,3,4.986677426089084e-06,2.6271555550477125e-10,1.598678706540293e-09,0.9967215330801952,2.3881989723116292e-05,0.0025284827415341785,0.0007211136497272872
4,mlp,13061,3,3,1.8330818544015746e-06,3.249112246577704e-06,2.1269873628023767e-05,0.9519442735496765,0.001993961594493771,0.0012094605956394638,0.04482595219246145
4,mlp,9005,6,6,0.0033009021815024733,0.00021656527945318864,0.008623189284716944,0.004110489307424528,0.0004272204140881297,0.33727384566106183,0.6460477878717529
4,mlp,10789,3,3,5.631891109211172e-10,3.403592119641221e-09,7.360809591515226e-08,0.9992764493503679,0.00017276046236384395,2.228929272115623e-06,0.0005484836831190723
4,mlp,7761,6,6,2.8105845115378648e-05,5.616023281557875e-06,0.00011674542807383714,0.0947419449398508,0.20470863219423951,3.547036018750227e-05,0.7003634852092514
4,mlp,289,5,5,6.483395349639696e-06,1.7410037354490165e-07,3.913263812072374e-06,0.03409991852077383,1.2079373592109194e-05,0.9636506733064796,0.002226758039619337
4,mlp,12370,3,3,5.081289213774246e-07,2.155702700788632e-06,2.652339407026712e-05,0.9654081086591118,0.0003465990069086968,0.02572542209764515,0.008490683010641788
4,mlp,6968,4,4,8.273827470293043e-05,3.259047490312877e-07,0.005412443908194202,1.5101507853776306e-06,0.992300690624142,3.2054545200250546e-06,0.0021990856829066413
4,mlp,1721,5,5,6.9016447659176626e-06,3.08370523160422e-06,8.718702500131397e-05,0.0005967367564925222,5.652860030282529e-06,0.9973373745288597,0.0019630634796187025
4,mlp,6805,4,4,6.914654407373835e-07,2.1418657373370645e-08,0.0002845033212684715,1.4157539144957172e-09,0.9997108392492235,6.313404008649415e-07,3.3117892551099947e-06
4,mlp,1890,5,5,3.261161753687913e-06,1.8104289727419891e-06,0.00010384937135741888,3.630084697645235e-05,8.884843669305263e-07,0.999452961054364,0.00040092865220863264
4,mlp,3758,1,1,4.0616386479612523e-10,0.9999999689643396,6.378438084188381e-09,1.685236271697879e-18,2.4250667655626993e-08,3.909493644065207e-13,4.4461497571955194e-32
4,mlp,6354,4,4,6.949494652639335e-07,2.4423347705210202e-08,1.261394238055513e-05,7.212764171185344e-06,0.9992249514128168,1.370391151796564e-07,0.0007543654687033749
4,mlp,9741,6,6,0.001736609243075525,9.550545452780731e-06,0.009746020927798325,0.00010761990349367492,0.013686114661584517,0.0002283184213149093,0.9744857662972803
4,mlp,5171,2,2,0.11382929345419729,0.00021403861365685702,0.8855344093004581,1.2912986723531442e-08,0.00037029111291872593,5.1897514375760066e-05,5.709140649998098e-08
4,mlp,2726,0,0,0.999986990214439,3.036198973279652e-07,1.4008581434294244e-06,1.1682717981857373e-07,6.656472847345235e-06,4.529825771081311e-06,2.181721991122209e-09
4,mlp,50,5,5,2.9622218389199316e-08,7.936446569265094e-09,9.414957736882261e-08,0.001860955140664175,1.8808952029302805e-07,0.9981059269441955,3.2798117377696396e-05
