seed,model_name,display_name,input_type,explainer_type,feature,mean_abs_shap,rank
3,mlp,MLP,scaled,kernel,ShapeFactor1,0.03936655184769126,1
3,mlp,MLP,scaled,kernel,AspectRation,0.03145278882022561,2
3,mlp,MLP,scaled,kernel,ShapeFactor4,0.027957931778529198,3
3,mlp,MLP,scaled,kernel,roundness,0.02627405124629415,4
3,mlp,MLP,scaled,kernel,MinorAxisLength,0.023323746130014908,5
3,mlp,MLP,scaled,kernel,Area,0.021617753411643178,6
3,mlp,MLP,scaled,kernel,ShapeFactor2,0.020878527249578508,7
3,mlp,MLP,scaled,kernel,MajorAxisLength,0.02086886750433624,8
3,mlp,MLP,scaled,kernel,EquivDiameter,0.0207174326599051,9
3,mlp,MLP,scaled,kernel,Eccentricity,0.018871621639658383,10
3,mlp,MLP,scaled,kernel,Perimeter,0.017319791710710405,11
3,mlp,MLP,scaled,kernel,ConvexArea,0.01579386873544108,12
3,mlp,MLP,scaled,kernel,Compactness,0.013821427113754968,13
3,mlp,MLP,scaled,kernel,Solidity,0.010219567490864438,14
3,mlp,MLP,scaled,kernel,ShapeFactor3,0.009785040347626457,15
3,mlp,MLP,scaled,kernel,Extent,0.006188895038600104,16
