seed,model_name,display_name,input_type,explainer_type,feature,mean_abs_shap,rank
4,decision_tree,Decision Tree,unscaled,tree,MajorAxisLength,0.08251850382174034,1
4,decision_tree,Decision Tree,unscaled,tree,Perimeter,0.07752456183247525,2
4,decision_tree,Decision Tree,unscaled,tree,Compactness,0.04553405000341721,3
4,decision_tree,Decision Tree,unscaled,tree,ShapeFactor1,0.03912129304878509,4
4,decision_tree,Decision Tree,unscaled,tree,MinorAxisLength,0.03838400232620006,5
4,decision_tree,Decision Tree,unscaled,tree,roundness,0.027953842499504184,6
4,decision_tree,Decision Tree,unscaled,tree,ShapeFactor4,0.021917030454237516,7
4,decision_tree,Decision Tree,unscaled,tree,ShapeFactor3,0.013997570972067473,8
4,decision_tree,Decision Tree,unscaled,tree,Solidity,0.012331244344714136,9
4,decision_tree,Decision Tree,unscaled,tree,Area,0.009863288771960743,10
4,decision_tree,Decision Tree,unscaled,tree,Extent,0.009565520593132251,11
4,decision_tree,Decision Tree,unscaled,tree,ConvexArea,0.008479727074197757,12
4,decision_tree,Decision Tree,unscaled,tree,ShapeFactor2,0.005804524826728928,13
4,decision_tree,Decision Tree,unscaled,tree,EquivDiameter,0.0033384238683186714,14
4,decision_tree,Decision Tree,unscaled,tree,Eccentricity,0.002699804376737971,15
4,decision_tree,Decision Tree,unscaled,tree,AspectRation,0.0019286159926390216,16
