sample_id,true_label,predicted_label,class_0_probability,class_1_probability,class_2_probability,class_3_probability,class_4_probability,class_5_probability,class_6_probability
1223,5,5,6.980805004259761e-06,4.4384625502341665e-09,9.816247288929622e-10,8.845888895783119e-05,2.168552932749869e-10,0.9998097713679748,9.478330112055493e-05
11769,3,3,6.393699114424669e-09,7.94916568875033e-13,1.1552584087092967e-09,0.9938530793693755,1.0226682481566527e-05,2.2985207041975352e-05,0.006113701191348403
12059,3,3,1.8268499464185846e-07,4.345507104977086e-11,7.537916818844188e-09,0.974641513276339,3.8033875559574477e-06,0.00144515157077582,0.0239093414989626
7126,4,4,7.623039275203182e-06,1.1092767044639987e-08,0.0018672373992938893,1.1237680431473212e-09,0.9979867065568205,2.562473913514066e-09,0.00013841822560134434
638,5,5,3.130204680770168e-06,2.1627270351252837e-09,4.296070514254341e-09,0.011842150967361817,4.467848999250221e-09,0.9867799567432645,0.0013747511580464993
13211,3,3,4.712860733598435e-05,1.9344300396321e-08,9.553832145252655e-06,0.5402746861216844,6.403392420788674e-05,0.022006071219782396,0.4375985069505438
12549,3,3,9.717974696420654e-07,3.998305951892172e-10,1.4917828811414346e-07,0.8825465723669011,3.107852131409099e-05,0.0035040582036880304,0.11391716953250837
10682,3,3,1.7733413397036528e-11,3.5731767907099385e-15,3.217781451905084e-13,0.9998542509458056,3.950796510963952e-08,3.7550737605554615e-05,0.00010815879056490914
2639,0,0,0.9994506314144642,7.305903798677255e-05,0.0003142208405215979,4.774794693406438e-12,2.5494161883530606e-08,0.00015068657820036064,1.1376629890149755e-05
11764,3,3,3.5702586757561622e-09,2.291897015069274e-13,5.830878570023579e-10,0.9935871308567196,4.645890124673654e-05,8.897504756186524e-06,0.006357508583701727
10311,3,3,4.353341892998512e-13,6.104168869953403e-17,2.744710123139708e-14,0.9999580862432293,3.584451729921828e-07,1.5712262691725242e-07,4.139818850801499e-05
1606,5,5,3.613263961983811e-05,1.7774065728606076e-08,6.409995954475722e-09,1.3471150384528324e-05,6.667595860495521e-11,0.999901066251206,4.9305708051894225e-05
10888,3,3,1.2579642893788879e-10,7.922840942821799e-15,2.3574282925595837e-12,0.9994807690709364,9.246675143329229e-07,7.192507157206637e-06,0.0005111136262305132
13206,3,3,5.885763755841126e-05,5.802802396632462e-09,4.182167360172126e-06,0.5768597818451854,0.0001608046223679061,0.008795155749552539,0.41412121217517317
1755,5,5,0.0008364346204013095,8.396261764454392e-07,3.083793154466913e-05,0.004265117528616409,3.628368968760278e-07,0.9567310433294947,0.03813536412686963
8677,6,6,0.006107133671490443,2.946853572745748e-07,0.00013664198338515977,0.020294894004444654,0.0008573331583388536,0.015678832404207307,0.9569248700927763
6761,4,4,7.1815550416012696e-06,2.483362163260264e-09,0.00031727321194457704,1.395266877301922e-07,0.9981669896841783,2.1459821211109384e-08,0.0015083920789644883
10611,3,3,4.075140918861277e-06,9.899382475405739e-15,4.299675991283455e-14,0.9974601275228122,2.3477087680727234e-05,4.1120957309040835e-05,0.0024711992912260197
13061,3,3,4.662646397163497e-06,9.491006630044569e-10,1.1284037555335804e-06,0.8070614178414885,8.289123660799261e-05,0.004177784170052809,0.18867211475259735
9005,6,6,0.008593597813425545,5.3498571998438495e-06,0.0010112929093192794,0.015449557900092442,3.9752205398477565e-05,0.369124849471075,0.6057755998434894
10789,3,3,3.3462482917599814e-11,1.8499731229933463e-15,1.170868743291903e-12,0.9997766614147884,6.941573091915858e-07,9.61363806522677e-07,0.0002216830294605881
7761,6,6,4.714030594813854e-06,4.815056386789853e-10,1.7284487910450617e-05,0.10200032920100043,0.26273688572945914,4.600634383420435e-06,0.6352361854351462
289,5,5,3.781209088780538e-06,4.3825366196411894e-10,2.0443666956496752e-10,0.017983933558885157,4.733762198153242e-09,0.9810925934307743,0.0009196864247993168
12370,3,3,2.025582415881942e-07,3.9501921932685767e-10,2.333718354887194e-08,0.9353521143026542,9.094834977909076e-07,0.03513080471892192,0.02951594520448154
6968,4,4,0.00015601641066604962,3.0266383064646545e-07,0.02902852231726743,6.798647950092181e-08,0.9644080279813415,9.306714534815275e-08,0.006406969573269495
1721,5,5,0.00021722437806152855,3.8349164242358966e-07,5.630274709386157e-06,0.0016100439725640747,3.869208034477261e-08,0.9892496537763129,0.00891702541462933
6805,4,4,3.3289620443937746e-09,2.616735330329494e-09,0.017607609379495195,7.462175337636176e-11,0.9814363629119751,2.1801758146018622e-18,0.0009560216882105937
1890,5,5,0.00027268753692006724,1.2195786778581246e-06,9.057410274003749e-06,9.753922922532925e-05,7.455474534520156e-09,0.9973101816500562,0.00230930713937189
3758,1,1,7.011911804467952e-07,0.9999788817916611,2.0417017158591403e-05,1.513615070111868e-44,9.618170872373955e-19,1.3632339181908484e-19,9.487520966099546e-28
6354,4,4,2.7647988689865176e-06,9.35223006499738e-10,0.00022193666708193778,8.411551948750154e-07,0.9978460478353562,1.0925907145561219e-08,0.0019283976823680539
9741,6,6,0.0062844932547220286,2.041930505392377e-06,0.025906871044998413,0.0008191217333627497,0.0611151498685458,0.00018698801105662924,0.905685334156809
5171,2,2,0.1985782747701307,0.0036603882277399633,0.7977495944328009,7.302895370962654e-14,5.240258264103929e-06,1.4948769055666403e-06,5.007434085773697e-06
2726,0,0,0.9995709630781706,5.6953730233225554e-05,0.0003394991154556304,7.36675291643485e-13,5.55783232681226e-07,1.5135198116360438e-05,1.6893094054856886e-05
50,5,5,2.8820042773737578e-08,9.916855988714855e-12,9.057500922807982e-13,0.006759909226702864,8.326371121265888e-11,0.9932144964630614,2.5565396106785132e-05
7845,6,6,0.0002863829663719235,4.232841284938273e-08,5.532790891487499e-05,0.1852715295760583,0.0005788060587989914,0.003357018558405145,0.8104508926030379
2257,0,0,0.9438244066988423,6.412289859743076e-06,0.00780831299332671,7.902541986125292e-08,0.031902997811256766,5.332888628535675e-05,0.016404462295009442
11131,3,3,1.5311156189540952e-09,3.683911709885211e-13,5.021844298729812e-12,0.9951790559701486,2.5255996869808158e-08,0.004267620837300196,0.0005532964000483614
4829,2,2,0.02927081589496881,0.00022660777657024806,0.9696764218583277,1.1896633695832275e-12,0.0007919169134805329,1.9492327437540416e-08,3.421806313573392e-05
9577,6,6,0.003127225410390964,1.2560252989533644e-06,0.017690844799836267,0.0011634386172991995,0.05471380239547141,0.00013408282298514658,0.9231693499287181
8329,6,6,6.13948785069629e-05,4.684759542999912e-09,0.0001022876775811398,0.040142334471531045,0.16166511593274377,4.5829151675064386e-05,0.7979830332032025
6061,4,4,1.0397145170980392e-06,3.7617603527164395e-10,0.00010774680001290573,3.1277839051154005e-06,0.9957447484886659,2.9984770527119e-09,0.004143333838246021
3405,1,1,0.003106920496192025,0.9920477307620158,0.004845348741283575,7.4423618980431e-32,1.465195134289598e-14,4.938349844590743e-13,1.723063077874877e-18
1795,5,5,0.0004097091238228598,4.0112018945380916e-07,4.882267909173551e-06,0.0006143291278623853,3.658789668081826e-08,0.9924116148738352,0.006559026898484281
6510,4,4,0.00014411530440627262,4.0553430646818854e-08,0.004426742507931999,1.742668177629927e-06,0.9814289099729593,9.91048262955318e-08,0.013998349888267725
2322,0,0,0.9999865787081932,3.9323183131444554e-08,4.805761096495202e-09,6.064215039610054e-14,8.399374589871732e-11,1.330705274146272e-05,7.00260668408728e-08
7750,6,6,7.513920710610997e-05,3.198660213482808e-08,1.1121983476137452e-05,0.08849617975109123,0.00040487194067404756,0.0009889691037404619,0.9100236860273099
6779,4,4,3.0481913955962787e-06,1.1979561807800774e-09,0.00021435152615384347,7.91806049446033e-08,0.9989772024757304,5.3354013963204434e-09,0.0008053120927575717
8012,6,6,0.00013020912471733566,3.730076704842186e-08,0.00013901241725677857,0.08497748665711012,0.0026039852103102094,0.0007545048167901322,0.9113947644730483
1844,5,6,0.004512300628743897,1.437147712440539e-06,0.0005072000538128429,0.010693179349670743,0.0003462752376090064,0.04373095143497001,0.940208656147481
