sample_id,true_label,predicted_label,class_0_probability,class_1_probability,class_2_probability,class_3_probability,class_4_probability,class_5_probability,class_6_probability
1223,5,5,7.605069836402463e-06,1.541397458048016e-06,3.8892820987398177e-07,0.0013792143182890645,1.591606172232057e-06,0.9984920187993437,0.00011763988069069377
11769,3,3,1.4969473611772756e-07,1.1081190212852204e-06,1.9968898239950553e-06,0.9935639843324224,0.0005029482519366767,8.076325146150902e-05,0.005849049460597981
12059,3,3,2.5360133673551895e-06,7.016761258056925e-06,2.8418579388700145e-05,0.9644751554132726,0.0003402955182673918,0.0008135440028245978,0.034333033711621365
7126,4,4,7.965738853694471e-06,2.731360241890892e-07,0.0005136023213204866,4.581402223041657e-05,0.9993805035584774,1.4688366741786345e-06,5.0372386419721584e-05
638,5,5,5.144337206980875e-06,1.5480914370521847e-06,1.1683132133872345e-06,0.006117778938277297,6.0945097795874e-06,0.9935027892844627,0.00036547652562306064
13211,3,3,0.00012044189640897749,0.00012128985233875978,0.0005309265013415026,0.6991696789403771,0.0022823796308201706,0.013014787861287489,0.2847604953174261
12549,3,3,1.0355268290680752e-05,2.5865011739199928e-05,8.048910058567516e-05,0.9213557455578346,0.0010885865854259828,0.0028220452746316616,0.07461691320149208
10682,3,3,2.1538403499653405e-09,9.257498020956434e-08,6.274315756087287e-08,0.9998177416144287,1.8054932980986054e-05,0.00011791309639632364,4.613288421582792e-05
2639,0,0,0.9996795501767941,3.699556977041422e-05,0.0001289571883180946,6.874519682358511e-08,1.5006529252759086e-05,0.00013930782939925815,1.1396126821794762e-07
11764,3,3,9.989294859367935e-08,9.27712189326181e-07,1.0215484049371061e-06,0.9938157987159245,0.0013740954665093519,3.727616901380629e-05,0.004770780495009716
10311,3,3,2.389121256041446e-10,1.6528636236771598e-08,8.519804341953237e-09,0.9998867823975734,5.5298458399270695e-05,1.951028806350114e-06,5.594282786828603e-05
1606,5,5,1.9024990644024338e-05,1.0740577675905501e-06,6.218712479812307e-07,0.0001374669870671887,7.333491849857813e-07,0.9998153157017398,2.576304234836143e-05
10888,3,3,1.0733382330291816e-08,1.9140443348745165e-07,2.460951696076198e-07,0.999114431173017,0.00012304076691804913,1.9562855770834255e-05,0.000742516971308648
13206,3,3,9.588532110184342e-05,8.27740577240738e-05,0.00045666561372822864,0.6590918545257174,0.0025584928601962045,0.0022169957194879478,0.33549733190204434
1755,5,5,0.00025766898915190146,2.7498518181040743e-05,0.0001661026550957649,0.003294481665606435,9.454677142395267e-05,0.9897415775454679,0.006418123855073074
8677,6,6,0.002240776949065681,2.2358600492119844e-05,0.0011570504012889716,0.003251221839488113,0.0005679590134932059,0.00361444112516701,0.9891461920710048
6761,4,4,3.986433692465658e-05,2.583907446424294e-07,0.00011456115846196271,5.701834402187392e-05,0.9977968949440881,1.7487388336993554e-05,0.0019739154374217817
10611,3,3,1.3016849446506722e-07,1.3267405953844254e-08,4.422052092832082e-09,0.9997773477744324,1.8422836872354548e-05,0.0001691017551642119,3.497977557866555e-05
13061,3,3,1.5294488638598865e-05,4.0301892093623574e-05,7.397792182472579e-05,0.9573291194031618,0.002057955794783881,0.003039353824358335,0.03744399667513911
9005,6,6,0.005752984417710551,0.0003169173050034412,0.004822850938029328,0.019960865137534842,0.0019495124322289254,0.42668962440438213,0.5405072453651109
10789,3,3,2.7596647112162637e-09,7.062324617999019e-08,7.596954835878604e-08,0.9995282533351771,9.944437451279151e-05,4.348432210330255e-06,0.0003678045056403815
7761,6,6,4.378710038241432e-05,1.778614766288799e-05,9.086990875338572e-05,0.11081594644695307,0.24733723879357702,0.00015652713192471028,0.6415378444707466
289,5,5,1.6143692191092253e-05,4.296312039621238e-06,1.4409867064258423e-06,0.06432734018452553,1.0451348735520842e-05,0.9335740787457754,0.002066248730026595
12370,3,3,3.558999321508296e-06,1.654875957101513e-05,2.091519578343065e-05,0.9626842412211394,0.0002361528620233572,0.026281073255113422,0.010757509707047834
6968,4,4,0.0003083877166868613,5.023333963764387e-06,0.013714991308826287,0.00033192966604915855,0.9827431368378109,3.614963651681676e-05,0.002860381500146174
1721,5,5,8.335294652386199e-05,9.929224366822919e-06,4.6315124487415215e-05,0.0017768687561093973,2.7370357961463897e-05,0.9960206672210852,0.002035496369465653
6805,4,4,7.817652612895822e-07,2.5513271365844983e-08,0.002507992770990445,5.600337908800015e-06,0.9974661128088489,5.440735060116502e-10,1.948625964558777e-05
1890,5,5,0.00010393848558901284,6.920016261488304e-06,3.754999286013497e-05,0.0004258560936917924,1.06943706500179e-05,0.9988089698511817,0.0006060711897659504
3758,1,1,6.424377086345597e-07,0.9999922639589236,7.093247675240601e-06,1.2110234028327192e-13,3.521285250134447e-10,3.443107919792759e-12,1.4743335705083887e-21
6354,4,4,6.196536495532168e-06,5.291693485946926e-07,7.301369251490218e-05,0.0003562465730314472,0.9985166811507504,6.97473512782501e-06,0.0010403581427312245
9741,6,6,0.004159638760026333,2.1982010462732623e-05,0.010867741477355057,0.0009878539340331398,0.009629334853027877,0.0008080781003866103,0.9735253708647083
5171,2,2,0.1147230685324251,0.0010238340234740586,0.8834623344317253,2.1566599107306325e-06,0.0007160519590006399,6.922962632417816e-05,3.324767139785595e-06
2726,0,0,0.9998643045995174,6.193042370758593e-06,7.670028584433311e-05,7.802635067167765e-09,1.2499489739427487e-05,4.025652037631431e-05,3.825951655889734e-08
50,5,5,2.5558535626222e-07,1.0414936400089707e-07,2.069771982942219e-08,0.005089722246863048,3.5842107607838886e-07,0.9948863322588997,2.320664072105304e-05
7845,6,6,0.0001583514959083923,2.4802443024743695e-05,0.0005747215490629332,0.06499085596294124,0.0010723066081704485,0.0005580628038204184,0.9326208991370719
2257,0,0,0.9596057444645296,8.13519090022045e-06,0.006370647416208321,5.0320789054573805e-06,0.03331339523772974,0.0002896595807883365,0.0004073860309383467
11131,3,3,5.80232635127691e-08,4.7488219293853165e-07,9.188398187954466e-07,0.9958663367256356,2.2413729900739838e-05,0.003477016746201026,0.0006327810529873018
4829,2,2,0.006841684814281376,1.1699982424616535e-05,0.9920760968350165,9.44704384124937e-07,0.0010657070106325694,1.428850569112063e-06,2.4378026916986378e-06
9577,6,6,0.001991207917039078,3.261948424885412e-05,0.005054608840676918,0.0020708171843478104,0.01627418285999468,0.0008445156215402665,0.9737320480921524
8329,6,6,0.00019361481952912747,2.0441947951556847e-05,0.00020086678206533416,0.02638072455343499,0.10079723995965446,0.00045485282559145414,0.8719522591117731
6061,4,4,5.6837805935111496e-06,4.999698954189425e-07,7.178782889504285e-05,0.0005566629103998888,0.9974955708350838,4.5430309007936515e-06,0.001865251644231531
3405,1,1,0.0010722417429520961,0.9966272266829651,0.002300286201313177,3.1597474128353917e-10,1.6139463038581374e-07,8.366215990477864e-08,4.4412403444653806e-15
1795,5,5,0.00013159575005337632,9.592483611206281e-06,5.1935300285347806e-05,0.000950036196898924,2.1459836795033922e-05,0.9974503442941576,0.0013850361381985414
6510,4,4,0.0001449425106764898,3.0873973580546944e-06,0.0019663675679331394,0.0005558872028119015,0.9930361258072806,2.7315131185493616e-05,0.004266274382754086
2322,0,0,0.9998239297896447,1.0775883010794749e-06,2.7440318314855214e-08,2.2846643101608124e-09,2.491215794843163e-07,0.0001747135931554181,1.8233689545550847e-10
7750,6,6,6.441530287025921e-05,1.3766325717692176e-05,0.0001903008414198615,0.06761824476134277,0.0007155980717664907,0.0007511213516463064,0.9306465533452366
6779,4,4,1.676967361706002e-05,1.2777138361117286e-07,5.4271047625392036e-05,3.9353816631964126e-05,0.9989671710728093,7.4467928813751885e-06,0.0009148598250512025
8012,6,6,0.00010410988751267314,1.6667010101332587e-05,0.00036944922897309465,0.029949752567986,0.001847964394977944,0.0004079220316805072,0.9673041348787683
1844,5,6,0.0018084320790589707,3.185835735890716e-05,0.0015298923943725985,0.002198704730995045,0.0005987890251591991,0.0077646876860459355,0.9860676357270093
8476,6,6,0.00031700849297464225,7.44291671797156e-06,0.0005312738160495451,0.0030396763276612044,0.0006844390459531756,0.00021819601970032092,0.9952019633809431
9209,6,6,0.0004297148061188094,6.594889681861807e-06,0.0007727837508702857,0.001102559583966722,0.0008389650845517688,0.00013048809990320436,0.9967188937849074
2008,5,0,0.5735862682328335,0.0007790574219721215,0.08819350664666717,0.001230288347573288,0.004640141308432466,0.055326743172760234,0.2762439948697612
3792,1,1,4.8870275652891366e-08,0.9999994536017337,4.975194857984533e-07,1.3294874995912928e-14,8.23160018213023e-12,2.5997915902438007e-13,3.3042794379676594e-23
1169,5,5,3.2497883434640563e-06,7.97392166676293e-07,1.0652794394326386e-06,0.0013362784872507495,2.3707923560679406e-06,0.9985162674339015,0.00013997082654210836
13514,3,6,0.0001418856036525406,2.3244174604384356e-05,0.0003506182226428788,0.0516652974774267,0.005209535889654894,0.0008913869822610957,0.9417180316497574
6575,4,6,0.0073828098919671604,2.8930456513787804e-05,0.12654100274934255,0.001928308633563982,0.40860433600795776,0.0003131863799220115,0.4552014258807326
9409,6,6,0.0034706679876032776,3.381341463414112e-05,0.0023683503007180112,0.0013914665347551165,0.001111784800827508,0.003266255241238005,0.988357661720224
4500,2,2,0.0018133943946911733,1.2713617133571297e-05,0.9974757095904299,3.3917017552165357e-06,0.0006569472582652703,4.618975245852374e-06,3.322446247918565e-05
3558,1,1,5.356139744944473e-06,0.99993677541656,5.786405898805412e-05,5.9168081158642666e-12,4.255606145084754e-09,1.231838743707073e-10,1.213804986401718e-18
5069,2,2,0.001159135684308328,8.146260004647137e-05,0.9984902699628081,1.5988638192368035e-06,0.0002605816526363734,3.315012702462049e-06,3.6362236789008138e-06
12381,3,3,5.877044204173336e-05,2.206392995150486e-05,9.891188329991413e-05,0.8771730385777149,0.00037459251657799716,0.01412783704040529,0.10814478561000886
11994,3,3,1.064536176704598e-06,3.028262171381739e-06,9.828833883281053e-06,0.9642544922620098,0.0012727504338404059,0.00020092977075208466,0.03425790590116633
5312,2,2,0.008637977864345722,0.0004688594019274282,0.9905307618202878,7.661190067928275e-07,0.00035768622121569384,3.5293879995722807e-06,4.1918521721912086e-07
2736,0,0,0.939810024345017,8.201390857728496e-05,0.05928588811513184,8.025457012171327e-07,0.0007398653117897696,7.576674042154338e-05,5.639033361306724e-06
3509,1,1,2.76271813403892e-05,0.9999609826666571,1.1386010791051181e-05,9.299894812048141e-12,3.172528478735537e-10,3.814658448526859e-09,2.2746849976546456e-18
6516,4,4,1.9542140985225526e-07,7.536922758146041e-09,0.00010041409652433768,1.0405561837355846e-05,0.9998583940786498,1.5025383060613931e-09,3.058180211752967e-05
2591,0,2,0.07479873939683866,5.5609367187931125e-05,0.9222991389695946,1.0418120608966032e-05,0.002562335735667617,4.729093083626505e-05,0.00022646747926602877
5599,4,4,2.665753659186394e-05,1.2355531629564631e-05,6.973032442918255e-05,0.07960628286008793,0.53786841083259,8.939789094146092e-05,0.38232716502372993
3976,2,4,0.0015980148005760937,2.1007426335264513e-06,0.11590631137240366,7.11705372258932e-05,0.8815416712660956,5.133019277539075e-06,0.0008755982617876736
4781,2,2,0.03642777350288776,0.00014924832719720639,0.9618337689354546,4.0544150599973705e-06,0.0014983810935017149,6.67906818020229e-05,1.998304409687053e-05
7684,6,6,4.599647213009233e-05,2.742021558392508e-05,8.650017356111658e-05,0.426833825207667,0.062317494292811894,0.0006035487706346804,0.5100852148676114
4534,2,2,0.1167111694308965,5.5076002742852494e-05,0.872745483354321,4.789862633904288e-06,0.010334327259162997,4.455543451052219e-05,0.00010459865573209226
112,5,5,6.416998889960766e-07,7.68284723678985e-08,2.4532631130335313e-09,0.001345551062326584,7.863285598791062e-08,0.9986482803525766,5.368970616437817e-06
3984,2,2,0.00744077419231511,6.349751522900306e-05,0.9799762116562364,0.00011159075392561853,0.00799270736799333,8.790412493837963e-05,0.004327314389362294
4000,2,2,0.03125965216000113,2.0285447985742628e-05,0.9444879107702785,3.654469469100646e-05,0.022147307990229667,3.6390774269882654e-05,0.002011908162543931
7209,4,4,0.028822806043302392,1.1895434064493469e-05,0.03751047702293197,0.00012230650772501945,0.9173188207010127,0.0006824978645628153,0.015531196426400615
6790,4,4,1.473404352434408e-05,8.471019816967188e-08,5.9173387977429e-05,2.3955874469534043e-05,0.9993707219914717,3.63015077688373e-06,0.0005276998415818326
1276,5,5,0.0005677604171924748,4.522014047582788e-05,9.909080679215781e-05,0.021817155642915656,0.00013084084530404393,0.9564238129157322,0.020916119231587826
3316,0,0,0.9999975388850384,1.2967255181389005e-06,7.712217376890571e-07,2.35546806066789e-12,1.0542880956336694e-07,2.8773627174886885e-07,2.6901057786802407e-13
12377,3,3,1.8200263955324274e-06,8.114611351139023e-06,1.5466097723947865e-05,0.9890433582539905,0.00046956747666048024,0.0015586564608153334,0.008903017073063095
10403,3,3,1.88429296757959e-09,3.0795678570510766e-08,9.115066986264775e-08,0.9997812213798796,9.643438571312976e-06,2.0963209436688403e-05,0.00018804814147099067
886,5,5,2.687167723988172e-06,7.742844033456521e-07,6.770771120001772e-07,0.0021305515086559056,2.5700861325361806e-06,0.9977070609193834,0.00015567895658859796
6246,4,4,3.4929760104357254e-05,3.907814743475085e-06,0.0002917950126896616,0.001662197496949559,0.9889899947871739,6.927145100117424e-05,0.008947903677337958
13071,3,3,6.785145569277382e-05,6.0765067411719075e-05,0.0002882684696882576,0.7535288776944903,0.0010358562502156947,0.00978345725688846,0.23523492380561287
11246,3,3,9.865707650170702e-08,9.98989918343932e-07,1.3171592004408824e-06,0.9966992080925869,4.695111782510903e-05,0.002545896330354016,0.0007055296530386675
3103,0,0,0.9989217098066463,0.00042620524499390887,0.00039795313618639744,4.4825404773107395e-08,7.151745636829534e-06,0.00024692871765979806,6.5234719956214905e-09
12789,3,3,1.7699856706891373e-05,4.0326264940322495e-05,8.128189108362629e-05,0.9198850975538239,0.000550424077419531,0.05674550691013623,0.022679663445889515
5647,4,4,4.1439156086795646e-08,2.6102986665405146e-08,1.130277362980296e-07,0.0005229912167588095,0.9993444592407554,2.990032598679294e-07,0.00013206996934675313
4532,2,2,0.1604707733610071,0.00016848714703644824,0.8376356414102153,5.4517991637871e-06,0.0015934196682080744,8.321391191900746e-05,4.301270245035111e-05
228,5,5,4.1233496643710685e-07,3.0907859919770915e-07,1.6732844157697435e-07,0.007634859494998828,1.437392140030984e-06,0.9922983099504915,6.450442036234878e-05
11230,3,3,1.1039344925377487e-07,6.806118229133503e-07,2.0631921813626604e-06,0.9919911498429852,0.00024365483349228574,3.5466845825117576e-05,0.0077268742802440215
12610,3,3,1.5056818173226232e-06,4.163924726825677e-06,8.068659651556385e-06,0.9745903490197951,0.0036411756175412356,0.00018073920910629165,0.021573997887361526
1812,5,5,0.003967836478549632,0.0004018587839204444,0.005304110765637702,0.04679905211480388,0.0030966200079118357,0.560509371927014,0.37992114992216247
7267,4,4,0.0009611330024485692,4.742536373554254e-06,0.04230294975085634,0.00012109189413072211,0.9560122193217296,3.0278632313694447e-05,0.0005675848621475304
6490,4,4,9.325023273577877e-05,6.513788115566446e-07,0.000516996739336856,0.00013131144952660545,0.9911311590393402,1.5518915963929883e-05,0.008111112244285013
3497,1,1,3.4416959679922204e-05,0.9998673532161928,9.819606397584389e-05,9.129044419672102e-12,3.365205046342184e-08,9.897200927135757e-11,2.07063072438537e-18
10529,3,3,2.630972715829942e-09,4.881455577884893e-08,1.2020129826951408e-07,0.9997717803356472,1.1910551448689654e-05,2.4203936404708828e-05,0.00019193352967254173
2832,0,0,0.9997176798002422,1.703155379059129e-05,1.2840324357069046e-06,3.375180583558011e-09,4.4031232270506605e-07,0.0002635602296804174,6.963477548903763e-10
875,5,5,2.2830341438824807e-06,4.4310648530244583e-07,2.3499029893639816e-07,0.0010548044056536631,1.019803399202033e-06,0.9988866915474273,5.4523112591729485e-05
8611,6,6,0.0005910499184073007,1.3123240775371627e-05,0.00089973813623852,0.005052616447868978,0.01646233938349111,0.00024508003832169635,0.9767360528348971
11553,3,3,1.4322751335555754e-07,9.707281589303316e-07,2.3510130508133356e-06,0.9960760468944971,0.00018187328473301428,9.244766353885016e-05,0.0036461671885079034
2303,0,0,0.9644869522241084,0.0009566394582468793,0.02504270282593557,8.242900408962474e-05,0.0010959759195205481,0.007197831892516123,0.0011374686755828008
5825,4,4,3.741796544836849e-06,1.6712331557196253e-08,0.00018460588032704546,0.00018935403854488333,0.9986467428917842,3.178821725610348e-08,0.0009755068922503444
9570,6,6,0.0015421381873735023,7.558552854737872e-06,0.00692771661188211,0.0021471671765931847,0.12817953196532955,0.00012692439896291503,0.861068963107004
10163,3,3,3.6659989400957435e-11,3.770657763183069e-09,1.3689430564683468e-09,0.9999372505433773,4.754241580052408e-05,6.487974961407045e-07,1.455306706489669e-05
4732,2,2,0.00020876360285536228,1.2960003220378196e-05,0.9992151484699339,1.451539314984404e-06,0.0005596340993035756,1.4746445009870834e-07,1.8948209218007926e-06
12784,3,3,6.128959663325571e-06,1.533492928238052e-05,3.2790872921496035e-05,0.948490322710593,0.003177111319246186,0.0005903807490921089,0.04768793045920146
3970,2,2,0.08268388054030565,0.0005234150960827011,0.7985449305898602,0.0006724719610045158,0.02030221863795427,0.010184250491307008,0.08708883268348565
3821,1,1,1.2806278168691801e-08,0.9999141063962834,8.586712038966957e-05,5.773084419715933e-14,1.3676989524300443e-08,1.488932745513127e-15,2.925574898049992e-23
8999,6,6,0.002224106745876775,0.00015050347477621286,0.003839375843559514,0.014209941137834045,0.002008309572123095,0.01975912529140947,0.957808637934421
5087,2,2,7.434376897736829e-05,5.5356490994593895e-06,0.9992741940500457,4.599742644874269e-07,0.0006452128202518137,2.922489073466176e-08,2.2451247035309135e-07
8917,6,5,0.007855814714276245,0.00022567708126003288,0.0014795403977024898,0.01016991804749642,0.0005796806003365618,0.8483922045329322,0.13129716462599605
12089,3,3,2.0235709090795616e-07,1.3411221649842568e-06,2.9112103400861204e-06,0.9585909061259683,0.004489690591919366,2.171268810688021e-05,0.03689323590440959
2897,0,0,0.5235565686562096,0.0012917012127027952,0.47341532006060066,1.2717923169571742e-05,0.0011620566305056228,0.0005251751060225782,3.646041078916122e-05
8019,6,6,0.0008937988267284913,8.342978656984289e-05,0.0011108586379762267,0.15928520127579146,0.002250086731626534,0.004158463964847121,0.8322181607764603
4834,2,2,0.00022797441196429412,6.225858092772439e-06,0.9990204494545812,1.4142926160684403e-06,0.0007391452867698902,4.3743569042822774e-07,4.353260285435882e-06
11272,3,3,3.9598329919810737e-08,4.4159246236551034e-07,6.624752418242248e-07,0.9971826382855876,0.00030429447432796664,3.3244283933181046e-05,0.0024786792901173972
8362,6,6,0.0004855031233427543,4.644158973013234e-05,0.0006736728313495443,0.05401051464300833,0.007016192459754707,0.0018535386279874414,0.9359141367248272
12012,3,3,3.411841965799134e-06,9.292716646884483e-06,2.647714489573241e-05,0.9690106156958792,0.00026734188215995705,0.006062680842406884,0.0246201798760455
8605,6,6,0.00022074750771733248,2.1999390677803778e-05,0.0006791422224998663,0.006043812703810291,0.0006376408979121586,0.00015389738418776605,0.9922427598931948
12760,3,3,1.0961941194789412e-06,5.954233938809511e-06,7.655111601571274e-06,0.9357090224894558,0.01348301361775461,0.0003039580040697785,0.05048930034906003
5011,2,2,0.0011585065703669187,0.00023784335471682604,0.9983178338905264,4.304723735128551e-06,0.00025186021107548675,1.7173885479836915e-05,1.2477364099653916e-05
12551,3,3,5.268597380364057e-06,1.8513200706382873e-05,3.479697652397784e-05,0.9709084910159423,0.0007510862304413212,0.005329089826615594,0.02295275415239002
10109,3,3,2.811900776837913e-10,6.3300046185034075e-09,1.3385129832343985e-08,0.9998521676553404,1.2574135501868153e-06,0.00012654536014770402,2.0009574637277633e-05
2310,0,0,0.9511089476822258,0.00032627212198025485,0.04080551915149715,3.941161589386704e-05,0.0013030971115079203,0.005199180676785802,0.0012175716401093
